TARS_ROV_NEV;TARS_HOSZ_NEV;CIM_EGYBEN;TARS_TIPUS_MEGNEV;TARS_TIPUS_KOD;ADOSZAM;GAZD_FORM;GAZD_FORM_KOD;CEGALL;CEGALL_KOD;NEMGAZD_AG_MEGNEV;NEMGAZD_AG_KOD;NEMGAZD_AGAZAT_MEGNEV;NEMGAZD_AGAZAT_KOD;NEMGAZD_SZAKAGAZAT_MEGNEV;NEMGAZD_SZAKAGAZAT_KOD;JEGYZ_TOKE_ERT_HUF ;ORSZAG;ORSZAG_KOD;REGIO;REGIO_KOD;MEGYE;MEGYE_KOD ;TELEPULES;TELEPULES_KOD;ASZ_EVE 
MAHART-Szabadkikötő Zrt.;MAHART-Szabadkikötő Zrt.;1211 Budapest, Weiss Manfréd út 5-7.;Gazdasági Társaság;1;13541734-2-43;Részvénytársaság;15;Működő;4;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Ingatlankezelés;6832;45000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2010
MAHART-Szabadkikötő Zrt.;MAHART-Szabadkikötő Zártkörűen Működő Részvénytársaság;1211 Budapest, Weiss Manfréd út 5-7.;Gazdasági Társaság;1;13541734-2-43;Zártkörűen Működő Részvénytársaság;21;Működő;4;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Ingatlankezelés;6832;45000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
NET Életjáradék Zrt.;NET Életjáradék Zártkörűen Működő Részvénytársaság;1122 Budapest Városmajor utca 12-14.;Gazdasági Társaság;1;13771230-2-43;Részvénytársaság;15;Működő;4;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;178000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
NET Életjáradék Zrt.;NET Életjáradék Zártkörűen Működő Részvénytársaság;1122 Budapest Városmajor utca 12-14.;Gazdasági Társaság;1;13771230-2-43;Részvénytársaság;15;Működő;4;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;177000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
NET Életjáradék Zrt.;NET Életjáradék Zártkörűen Működő Részvénytársaság;1122 Budapest Városmajor utca 12-14.;Gazdasági Társaság;1;13771230-2-43;Részvénytársaság;15;Működő;4;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;176000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
NET Életjáradék Zrt.;NET Életjáradék Zártkörűen Működő Részvénytársaság;1122 Budapest Városmajor utca 12-14.;Gazdasági Társaság;1;13771230-2-43;Részvénytársaság;15;Működő;4;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;175000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
MALÉV GH Zrt.;MALÉV GH Földi Kiszolgáló Zártkörűen Működő Részvénytársaság;1185 Budapest XVIII, Budapest Liszt Ferenc Nemzetközi Repülőtér;Gazdasági Társaság;1;13771917-2-43;Részvénytársaság;15;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;100000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
MALÉV GH Zrt.;MALÉV GH Földi Kiszolgáló Zártkörűen Működő Részvénytársaság;1185 Budapest Budapest Liszt Ferenc Nemzetközi Repülőtér;Gazdasági Társaság;1;13771917-2-43;Részvénytársaság;15;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;101000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
MALÉV GH Zrt.;MALÉV GH Földi Kiszolgáló Zártkörűen Működő Részvénytársaság;1185 Budapest XVIII, Budapest Liszt Ferenc Nemzetközi Repülőtér;Gazdasági Társaság;1;13771917-2-43;Részvénytársaság;15;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;101000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
MALÉV GH Zrt.;MALÉV GH Földi Kiszolgáló Zártkörűen Működő Részvénytársaság;1185 Budapest Budapest Liszt Ferenc Nemzetközi Repülőtér;Gazdasági Társaság;1;13771917-2-43;Részvénytársaság;15;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;202000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
MALÉV GH Zrt.;MALÉV GH Földi Kiszolgáló Zártkörűen Működő Részvénytársaság;1185 Budapest Budapest Liszt Ferenc Nemzetközi Repülőtér;Gazdasági Társaság;1;13771917-2-43;Részvénytársaság;15;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;201000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
MALÉV GH Zrt.;MALÉV GH Földi Kiszolgáló Zártkörűen Működő Részvénytársaság;1185 Budapest Budapest Liszt Ferenc Nemzetközi Repülőtér;Gazdasági Társaság;1;13771917-2-43;Részvénytársaság;15;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;201000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
TE Ganz-Röck Zrt.;TRANSELEKTRO Ganz-Röck Kazán- és Erőművi berendezések Zártkörűen Működő Részvénytársaság;1151 Budapest, Mogyoród útja 42.;Gazdasági Társaság;1;12747470-2-42;Részvénytársaság;15;Felszámolás alatt;1;Feldolgozóipar;C;Fémfeldolgozási termék gyártása;25;Gőzkazán gyártása;2530;575000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2010
TE Ganz-Röck Zrt.felszámolás alatt;TRANSELEKTRO Ganz-Röck Kazán- és Erőművi berendezések Zártkörűen Működő Részvénytársaság felszámolás alatt;1151 Budapest Mogyoród útja 42.;Gazdasági Társaság;1;12747470-2-42;Részvénytársaság;15;Felszámolás alatt;1;Feldolgozóipar;C;Fémfeldolgozási termék gyártása;25;Gőzkazán gyártása;2530;575000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
TE Ganz-Röck Zrt.;TRANSELEKTRO Ganz-Röck Kazán- és Erőművi berendezések Zártkörűen Működő Részvénytársaság;1151 Budapest, Mogyoród útja 42.;Gazdasági Társaság;1;12747470-2-42;Részvénytársaság;15;Felszámolás alatt;1;Feldolgozóipar;C;Fémfeldolgozási termék gyártása;25;Gőzkazán gyártása;2530;575000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2011
TE Ganz-Röck Zrt.;TRANSELEKTRO Ganz-Röck Kazán- és Erőművi berendezések Zártkörűen Működő Részvénytársaság;1151 Budapest XV, Mogyoród útja 42.;Gazdasági Társaság;1;12747470-2-42;Részvénytársaság;15;Felszámolás alatt;1;Feldolgozóipar;C;Fémfeldolgozási termék gyártása;25;Gőzkazán gyártása;2530;575000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
TE Ganz-Röck Zrt.felszámolás alatt;TRANSELEKTRO Ganz-Röck Kazán- és Erőművi berendezések Zártkörűen Működő Részvénytársaság felszámolás alatt;1151 Budapest Mogyoród útja 42.;Gazdasági Társaság;1;12747470-2-42;Részvénytársaság;15;Felszámolás alatt;1;Feldolgozóipar;C;Fémfeldolgozási termék gyártása;25;Gőzkazán gyártása;2530;575000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
TE Ganz-Röck Zrt.felszámolás alatt;TRANSELEKTRO Ganz-Röck Kazán- és Erőművi berendezések Zártkörűen Működő Részvénytársaság felszámolás alatt;1151 Budapest Mogyoród útja 42.;Gazdasági Társaság;1;12747470-2-42;Részvénytársaság;15;Felszámolás alatt;1;Feldolgozóipar;C;Fémfeldolgozási termék gyártása;25;Gőzkazán gyártása;2530;575000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
TE Ganz-Röck Zrt.felszámolás alatt;TRANSELEKTRO Ganz-Röck Kazán- és Erőművi berendezések Zártkörűen Működő Részvénytársaság felszámolás alatt;1151 Budapest Mogyoród útja 42.;Gazdasági Társaság;1;12747470-2-42;Részvénytársaság;15;Felszámolás alatt;1;Feldolgozóipar;C;Fémfeldolgozási termék gyártása;25;Gőzkazán gyártása;2530;575000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
TE Ganz-Röck Zrt.;TRANSELEKTRO Ganz-Röck Kazán- és Erőművi berendezések Zártkörűen Működő Részvénytársaság;1151 Budapest XV, Mogyoród útja 42.;Gazdasági Társaság;1;12747470-2-42;Részvénytársaság;15;Felszámolás alatt;1;Feldolgozóipar;C;Fémfeldolgozási termék gyártása;25;Gőzkazán gyártása;2530;575000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
HungaroControl Zrt.;HungaroControl Magyar Légiforgalmi Szolgálat Zártkörűen Működő Részvénytársaság;1185 Budapest, Igló u. 33-35.;Gazdasági Társaság;1;13851325-2-44;Zártkörűen Működő Részvénytársaság;21;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;20201600000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
HungaroControl Zrt.;HungaroControl Magyar Légiforgalmi Szolgáltató Zrt.;1185 Budapest, Igló u. 33-35.;Gazdasági Társaság;1;13851325-2-44;Zártkörűen Működő Részvénytársaság;21;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;20201600000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
HungaroControl Zrt.;HungaroControl Magyar Légiforgalmi Szolgálat Zártkörűen Működő Részvénytársaság;1185 Budapest XVIII, Igló utca 33-35.;Gazdasági Társaság;1;13851325-2-44;Részvénytársaság;15;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;20201600000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2011
HungaroControl Zrt.;HungaroControl Magyar Légiforgalmi Szolgálat Zártkörűen Működő Részvénytársaság;1185 Budapest, Igló u. 33-35.;Gazdasági Társaság;1;13851325-2-44;Részvénytársaság;15;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;20201600000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2010
HungaroControl Zrt.;HungaroControl Magyar Légiforgalmi Szolgálat Zártkörűen Működő Részvénytársaság;1185 Budapest, Igló utca 33-35.;Gazdasági Társaság;1;13851325-2-44;Zártkörűen Működő Részvénytársaság;21;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;20201600000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
HungaroControl Zrt.;HungaroControl Magyar Légiforgalmi Szolgálat Zártkörűen Működő Részvénytársaság;1185 Budapest, Igló u. 33-35.;Gazdasági Társaság;1;13851325-2-44;Zártkörűen Működő Részvénytársaság;21;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;20201600000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
HungaroControl Zrt.;HungaroControl Zártkörűen Működő Részvénytársaság;1185 Budapest, Igló u. 33-35;Gazdasági Társaság;1;13851325-2-44;Zártkörűen Működő Részvénytársaság;21;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;20201600000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
HungaroControl Zrt.;HungaroControl Magyar Légiforgalmi Szolgálat Zártkörűen Működő Részvénytársaság;1185 Budapest XVIII, Igló utca 33-35.;Gazdasági Társaság;1;13851325-2-44;Részvénytársaság;15;Működő;4;Szállítás, raktározás;H;Raktározás, szállítást kiegészítő tevékenység;52;Légi szállítást kiegészítő szolgáltatás;5223;20201600000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
CenTech Új Magyarország Kockázati Tőkealap;CenTech Új Magyarország Kockázati Tőkealap;1065 Budapest, Révay utca 10. III. emelet;Gazdasági Társaság;1;14206663-1-42;Zártkörű és Zárt Végű Befektetési Alap;20;Működő;4;Pénzügyi, biztosítási tevékenység;K;Pénzügyi közvetítés, kivéve: biztosítási, nyugdíjpénztári tevékenység;64;M.n.s. egyéb pénzügyi közvetítés;6499;5000000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
Conor Seed Capital Kockázati Tőkealap;Conor Seed Capital Kockázati Tőkealap;1065 Budapest, Révay utca 10. III. emelet;Gazdasági Társaság;1;13959399-1-42;Zártkörű és Zárt Végű Befektetési Alap;20;Működő;4;Pénzügyi, biztosítási tevékenység;K;Pénzügyi közvetítés, kivéve: biztosítási, nyugdíjpénztári tevékenység;64;M.n.s. egyéb pénzügyi közvetítés;6499;2150000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
GÉSZ HUNGÁRIA Zrt. f.a.;GÉSZ HUNGÁRIA Fővállalkozó és Beruházó Zártkörűen Működő Részvénytársaság felszámolás alatt;1067 Budapest Király utca 28. fszt.;Gazdasági Társaság;1;14049936-2-42;Részvénytársaság;15;Felszámolás alatt;1;Építőipar;F;Épületek építése;41;Lakó- és nem lakó épület építése;4120;21770000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
GÉSZ HUNGÁRIA Zrt. f.a.;GÉSZ HUNGÁRIA Fővállalkozó és Beruházó Zártkörűen Működő Részvénytársaság felszámolás alatt;1067 Budapest VI, Király utca 28. fszt.;Gazdasági Társaság;1;14049936-2-42;Részvénytársaság;15;Felszámolás alatt;1;Építőipar;F;Épületek építése;41;Lakó- és nem lakó épület építése;4120;21770000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
MNV Zrt.;Magyar Nemzeti Vagyonkezelő Zártkörűen működő Részvénytársaság;1133 Budapest XIII, Pozsonyi út 56.;Gazdasági Társaság;1;14077340-2-44;Részvénytársaság;15;Működő;4;Pénzügyi, biztosítási tevékenység;K;Pénzügyi közvetítés, kivéve: biztosítási, nyugdíjpénztári tevékenység;64;Vagyonkezelés (holding);6420;50000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
MNV Zrt.;Magyar Nemzeti Vagyonkezelő Zártkörűen Működő Részvénytársaság;1133 Budapest, Pozsonyi út 56.;Gazdasági Társaság;1;14077340-2-44;Zártkörűen Működő Részvénytársaság;21;Működő;4;Pénzügyi, biztosítási tevékenység;K;Pénzügyi közvetítés, kivéve: biztosítási, nyugdíjpénztári tevékenység;64;Vagyonkezelés (holding);6420;50000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
MNV Zrt.;Magyar Nemzeti Vagyonkezelő Zártkörűen Működő Részvénytársaság;1133 Budapest, Pozsonyi út 56.;Gazdasági Társaság;1;14077340-2-44;Zártkörűen Működő Részvénytársaság;21;Működő;4;Pénzügyi, biztosítási tevékenység;K;Pénzügyi közvetítés, kivéve: biztosítási, nyugdíjpénztári tevékenység;64;Vagyonkezelés (holding);6420;50000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
MNV Zrt.;Magyar Nemzeti Vagyonkezelő Zártkörűen Működő Részvénytársaság;1133 Budapest, Pozsonyi út 56.;Gazdasági Társaság;1;14077340-2-44;Zártkörűen Működő Részvénytársaság;21;Működő;4;Pénzügyi, biztosítási tevékenység;K;Pénzügyi közvetítés, kivéve: biztosítási, nyugdíjpénztári tevékenység;64;Vagyonkezelés (holding);6420;50000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
MNV Zrt.;Magyar Nemzeti Vagyonkezelő Zrt.;1133 Budapest, Pozsonyi út 56.;Gazdasági Társaság;1;14077340-2-44;Zártkörűen Működő Részvénytársaság;21;Működő;4;Pénzügyi, biztosítási tevékenység;K;Pénzügyi közvetítés, kivéve: biztosítási, nyugdíjpénztári tevékenység;64;Vagyonkezelés (holding);6420;50000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
MNV Zrt.;Magyar Nemzeti Vagyonkezelő Zártkörűen működő Részvénytársaság;1133 Budapest, Pozsonyi út 56.;Gazdasági Társaság;1;14077340-2-44;Részvénytársaság;15;Működő;4;Pénzügyi, biztosítási tevékenység;K;Pénzügyi közvetítés, kivéve: biztosítási, nyugdíjpénztári tevékenység;64;Vagyonkezelés (holding);6420;50000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2010
MNV Zrt.;Magyar Nemzeti Vagyonkezelő Zártkörűen működő Részvénytársaság;1133 Budapest XIII, Pozsonyi út 56.;Gazdasági Társaság;1;14077340-2-44;Részvénytársaság;15;Működő;4;Pénzügyi, biztosítási tevékenység;K;Pénzügyi közvetítés, kivéve: biztosítási, nyugdíjpénztári tevékenység;64;Vagyonkezelés (holding);6420;50000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2011
Primus III Ideiglenes Kockázati Tőkealap;Primus III. Kockázati Tőkealap;1012 Budapest, Pálya utca 9.;Gazdasági Társaság;1;14096330-2-41;Zártkörű és Zárt Végű Befektetési Alap;20;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Alapkezelés;6630;6200000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
Primus Capital Kockázati Tőkealap;Primus Capital Kockázati Tőkealap;1012 Budapest, Márvány u. 16. I.em;Gazdasági Társaság;1;14096330-2-41;Zártkörűen Működő Részvénytársaság;21;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Alapkezelés;6630;6200000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
Primus Capital Kockázati Tőkealap;Primus Capital Kockázati Tőkealap;1012 Budapest, Márvány u. 16. I.em;Gazdasági Társaság;1;14096330-2-41;Zártkörűen Működő Részvénytársaság;21;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Alapkezelés;6630;6200000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
Primus III Kockázati Tőkealap;Primus III. Kockázati Tőkealap;1012 Budapest, Pálya utca 9. V. em. 1.;Gazdasági Társaság;1;14096330-2-41;Zártkörű és Zárt Végű Befektetési Alap;20;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Alapkezelés;6630;6200000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
ITD Hungary Zrt.;ITD Hungary Nonprofit Közhasznú Zártkörűen Működő Részvénytársaság;1061 Budapest, Andrássy út 12.;Gazdasági Társaság;1;14108390-2-42;Részvénytársaság;15;Működő;4;Adminisztratív és szolgáltatást támogató tevékenység;N;Adminisztratív-, kiegészítő egyéb üzleti szolgáltatás;82;M.n.s. egyéb kiegészítő üzleti szolgáltatás;8299;400000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2010
