WKT,KULTHAT_ID,NEV
"MULTIPOLYGON (((534362.3 126870.9,534734.0 126939.6,535271.8 127112.8,535889.3 127185.4,535889.3 127185.4,535891.9 127181.4,536237.9 126642.3,536330.9 126160.5,536399.2 125764.0,536632.3 125216.5,536724.2 124524.0,536847.8 124147.4,537014.9 123424.6,537131.6 122671.9,537209.4 122160.0,536991.3 121704.6,536830.5 121323.2,536828.9 121319.2,536828.9 121319.2,536675.1 120667.9,535835.9 120430.8,535786.8 120651.7,535784.1 121113.0,536122.4 121537.8,535967.6 121704.0,535746.7 121674.8,535319.6 121566.3,535212.6 122243.8,534972.6 123433.3,534581.6 123525.2,534497.1 123676.0,534388.5 124052.6,534282.4 124925.6,534324.6 125336.6,534354.8 126369.5,534362.3 126866.9,534362.3 126870.9)))",770,Újvárfalva
"MULTIPOLYGON (((534633.9 254377.7,534565.3 254405.7,534531.6 254906.4,535113.5 255161.4,534828.9 255567.1,535248.0 255943.8,535248.0 255943.8,535511.4 256396.1,535511.4 256396.1,535845.3 255896.5,537116.5 256438.7,537323.2 256249.3,539026.6 256663.2,538988.5 257209.2,538787.1 257353.6,538751.2 257498.8,538830.9 257599.4,538955.1 257815.5,539039.4 257996.3,539184.2 258132.3,539263.4 258328.1,539312.0 258608.9,539195.0 258904.1,538998.3 259103.6,538756.8 259222.7,538525.6 259301.8,538315.1 259265.8,538804.1 259759.2,539037.8 260131.1,539322.0 260463.2,539521.3 260699.7,539755.5 260991.4,539964.8 261248.0,540069 261469,539886.5 261813.9,539850.1 262054.3,539868.5 262350.0,539997.7 262576.1,540196.8 262862.7,540476.0 263189.8,540273.4 263544.6,540499.8 263983.5,540499.8 263983.5,540506.7 263996.7,540973.4 263973.9,541349.7 263955.6,541556.2 263811.2,541761.1 263952.5,542157.2 263989.5,542421.4 264301.4,542474.8 264617.4,542482.9 264973.2,542531.6 265239.0,542666.3 265390.0,542941.5 265521.6,543036.6 265547.1,543167.0 265562.8,543215.7 265472.2,543215.7 265472.2,543481.2 264977.9,543821.4 265149.9,543821.4 265149.9,544564.5 265038.1,544805.3 265039.3,544880.2 265094.7,544910.1 265135.0,544344.2 265874.0,544885.0 266051.9,545244.7 266329.2,545398.8 266595.6,545502.3 266926.8,545510.2 267317.7,545519.6 267433.0,546065.7 267565.9,546375.8 267732.7,546721.3 267854.6,546886.0 268010.7,546948.2 268024.9,546948.2 268024.9,547127.3 267926.7,546952.2 267835.7,547275.1 267491.4,547406.4 267336.7,547677.9 267217.7,547929.0 267163.7,548054.8 267094.1,548115.1 267074.4,547956.0 266828.1,548659.4 266625.9,548759.9 266596.3,548685.6 266415.6,548951.7 266371.7,549311.6 265686.8,549471.6 265797.8,549966.9 266040.7,550187 266152,550950.5 266228.0,550950.5 266228.0,550979.2 266230.9,551725.7 266409.8,552061.6 266446.5,552523.3 266423.6,552990.0 266395.7,553406.0 266457.8,553967.6 266505.5,554429.0 266532.7,554825.7 266464.5,554829.5 266444.7,554829.5 266444.7,554934.1 265903.7,555036.4 265528.3,555219.5 265083.2,555397.1 264698.1,555483.5 264493.1,555550.0 264257.9,555671.9 263982.8,555853.8 263748.1,556030.1 263618.7,556030.1 263618.7,556149.7 262842.5,556257.0 262492.2,556419.1 262202.3,556589.6 262008.3,556589.6 262008.3,556686.6 261897.8,556853.2 261708.2,557034.7 261538.6,556594.5 261301.4,556594.5 261301.4,556509.5 261255.5,556313.8 261264.6,555934.2 260962.2,555644.3 260765.4,555429.7 260568.9,555415.1 260483.7,555511.9 260208.5,555118.4 259685.5,554869.6 259318.5,554414.4 259075.8,554050.0 258738.3,553790.8 258549.1,553790.8 258549.1,553788.7 258545.1,553762.5 258493.9,553762.5 258493.9,553729.3 258500.5,553725.3 258501.3,553725.3 258501.3,552867.2 258547.3,552682.5 258381.1,551838.0 258692.8,551768.2 258607.3,551588.7 258411.0,551504.9 258140.0,551455.6 257969.4,551401.5 257778.7,551372.0 257663.3,551020.7 257696.8,550780.2 257645.5,550424.7 257508.5,550309.9 257402.8,550150.6 257171.5,549169.8 257653.0,548479.2 256427.0,548318.5 256446.3,548059.9 256029.1,548059.9 256029.1,547581.2 255598.2,547581.2 255598.2,547460.3 255373.0,547343.7 255262.2,547343.7 255262.2,547128.8 255057.8,546807.6 254882.8,546516.5 254677.7,546411.6 254802.9,546262.5 255273.7,546128.1 255604.2,546003.4 255984.4,546003.4 255984.4,545977.9 256054.4,545901.8 256214.4,545825.4 256419.5,545704.2 256579.3,545668.1 256749.5,545552.8 256728.9,545447.9 256663.3,545212.5 256587.0,545057.6 256466.0,544897.8 256330.0,544693.2 256133.6,544332.8 255719.2,544332.8 255719.2,543933.8 255761.0,543883.0 255475.6,543569.6 254444.4,543544.0 254259.2,543412.7 253858.7,543136.7 253718.7,542823.0 253338.6,542023.7 252332.2,541758.8 251822.1,541397.8 251757.2,541011.4 251517.2,540979.7 250896.3,540979.7 250896.3,540659.2 250976.7,540399.2 251187.1,540119.6 251562.9,539909.3 251985.5,539909.3 251985.5,539800.6 252204.0,539316.3 252855.2,539061.4 253100.7,538775.1 252840.6,538504.7 252885.8,537868.9 253101.6,537629.0 253352.1,537213.3 253417.5,536947.9 253467.7,536592.7 253668.3,536302.7 253918.8,535841.9 253979.2,535376.2 254074.7,534633.9 254377.7)))",771,Gyõr
"MULTIPOLYGON (((534661.7 166066.0,534661.9 166070.0,534694.1 166602.2,534730.0 167028.1,534799.4 167699.4,535066.7 167816.2,535066.7 167816.2,535068.8 167812.2,535232.8 167492.9,535531.0 167664.5,535763.4 167796.9,536029.2 167798.3,536369.1 167718.6,536795.1 167702.9,536795.1 167702.9,536458.2 167271.0,536391.1 166765.2,536452.8 166508.6,536582.5 166100.6,536853.0 165715.7,536428.2 165450.5,536490.4 165234.0,536277.7 165076.3,536446.6 164958.7,536214.2 164831.4,536301.1 164589.5,536067.6 164459.4,536063.6 164457.2,536063.6 164457.2,535862.6 164424.8,535490.9 164379.5,535145.8 164439.3,534859.6 164779.2,534697.2 165002.1,534698.3 165448.5,534829.4 165868.1,534661.7 166066.0)))",772,Salföld
"MULTIPOLYGON (((534746.3 260567.0,534970.9 260773.5,535176.3 260819.6,535292.2 260734.9,535447.8 260715.6,535517.2 260871.3,535617.2 260931.9,535632.3 260911.9,535763.3 260812.3,535928.5 260878.2,535922.2 261108.7,536001.8 261239.4,536116.1 261425.3,536134.8 261691.0,536148.5 261926.6,536148.5 261926.6,536147.1 262182.2,536180.7 262473.0,536123.5 262838.6,536021.5 263138.8,536130.6 263369.8,536139.2 263392.2,536139.2 263392.2,536190.0 263525.4,536138.6 263745.7,536208.1 263881.3,536232.8 263956.6,536301.9 264167.4,536416.4 264323.3,536556.0 264489.3,536686.0 264565.1,536765 264786,536723.1 265121.6,536742.0 265337.1,536877 265558,536877 265558,536881.0 265557.6,537232.6 265519.8,537463.8 265435.7,537599.8 265331.1,537755.9 265221.6,537932.1 265112.2,538981.2 265924.0,539641.2 266202.6,539645.2 266204.3,539645.2 266204.3,539603.3 265906.8,539459.3 265645.6,539439.7 265560.3,539265.3 265339.0,539051.1 265067.3,538946.7 264886.4,538933.4 264570.7,539075.3 264305.7,539371.0 264117.5,539371.0 264117.5,539688.7 264058.0,540059.8 264069.8,540371.0 264046.2,540411.1 264041.4,540495.8 263986.1,540499.8 263983.5,540499.8 263983.5,540273.4 263544.6,540476.0 263189.8,540196.8 262862.7,539997.7 262576.1,539868.5 262350.0,539850.1 262054.3,539886.5 261813.9,540069 261469,539964.8 261248.0,539755.5 260991.4,539521.3 260699.7,539322.0 260463.2,539037.8 260131.1,538804.1 259759.2,538315.1 259265.8,537865.179 259321.843,538066.643 259805.363,537854.795 260007.284,537663.707 260309.035,537845.035 260651.527,536434.759 260349.327,534746.3 260567.0)))",773,Abda
"MULTIPOLYGON (((534856 82554,538419.1 83642.1,538345.1 83893.1,538142.1 84440.6,538078.4 84761.8,538090.5 85178.0,538187.4 85498.5,538144.1 85874.8,538145.9 86235.8,538145.9 86235.8,538149.9 86237.5,538251.5 86280.5,538278.1 86576.3,538370.2 86947.0,538812.8 87145.7,539112.8 86938.8,539564.1 86856.6,539960.3 86829.9,540382.5 86968.5,540382.5 86968.5,541349.0 86558.2,541834.4 86275.3,542355.1 86052.4,542775.1 85734.7,543021.4 85140.9,543023.0 85136.9,543023.0 85136.9,543181.9 84785.2,543356.3 84533.7,543605.7 84231.8,543906.1 84100.1,544236.8 83993.4,543989.1 83643.4,544221.7 82975.5,543955.6 82951.5,544114.3 82569.8,543666.8 82386.1,544035.9 81938.2,543679.0 81799.3,543358.0 81845.8,543187.2 81806.5,543295.4 81359.7,543303.8 81023.7,543231.8 80678.0,543231.8 80678.0,542779.7 80574.6,542398.7 80646.4,542323.5 80656.7,542454.1 79673.3,541233.2 79372.6,541233.2 79372.6,540490.1 79275.5,540272.1 78840.1,540320.5 78463.8,540320.5 78463.8,540316.5 78464.2,540029.6 78490.1,539799.0 78541.3,539301.6 78413.0,539193.3 78849.7,538756.8 78851.6,538431.3 78988.4,537900.5 79226.3,537354.7 79464.3,537038.1 79355.4,536751.6 79261.3,536435.9 79347.9,536044.7 79607.7,536040.7 79610.4,536040.7 79610.4,536080.9 81646.1,535799.8 81637.3,534749.6 81345.9,534786.7 81731.9,534856 82554)))",774,Kálmáncsa
"MULTIPOLYGON (((534981.4 237486.9,535493.1 237721.9,535788.5 237641.6,536223.6 237335.8,536318.4 237180.6,536423.7 237185.5,537276.7 237655.6,537543.2 237995.8,537729.9 238501.4,538071.6 238861.7,538618.6 239161.7,539257.2 238124.8,539507.8 238124.6,539507.8 238124.6,539547.8 238124.6,539611.4 237533.7,539785.7 237143.1,540011.7 236833.5,540011.7 236833.5,540007.7 236829.9,539081.2 235992.0,538739.8 235756.9,538719.2 235556.6,538928.9 235246.0,539083.4 234960.5,539047.7 234705.2,538841.8 234555.1,538360.7 234525.4,538144.8 234360.4,537953.9 234165.2,537758.2 234070.2,537753.3 234075.2,537710.8 234117.8,537710.8 234117.8,537243.5 234586.3,536838.4 234872.0,536633.7 235142.5,536424.2 235508.2,535998.9 235733.8,535794.1 235964.2,535660.6 236635.3,535626.6 237045.9,535525.9 237228.9,535525.9 237228.9,535521.9 237236.2,534985.4 237485.1,534981.4 237486.9)))",775,Szerecseny
"MULTIPOLYGON (((535066.7 167816.2,535061.9 167826.3,535075.3 168071.9,535208.9 168677.1,535610.2 169057.9,535610.2 169057.9,535614.2 169058.7,535944.3 169117.9,536077.4 169117.9,536153.5 169308.2,536362.6 169175.0,536685.9 169156.0,536952.1 169136.9,537161.2 169156.0,537718.9 169372.3,537722.9 169373.9,537722.9 169373.9,537811.2 168677.5,537385.7 168362.1,537418.8 168211.2,536795.1 167702.9,536795.1 167702.9,536369.1 167718.6,536029.2 167798.3,535763.4 167796.9,535531.0 167664.5,535232.8 167492.9,535068.8 167812.2,535066.7 167816.2)))",776,Kékkút
"MULTIPOLYGON (((535078.6 74800.3,534924.6 75111.9,534875.7 75377.9,534767.3 75784.5,534781.3 76586.8,534795.4 77404.2,534687.2 77856.0,534726.9 78773.5,534917.8 78812.8,534895.9 79464.8,536040.7 79610.4,536040.7 79610.4,536044.7 79607.7,536435.9 79347.9,536751.6 79261.3,537038.1 79355.4,537354.7 79464.3,537900.5 79226.3,538431.3 78988.4,538756.8 78851.6,539193.3 78849.7,539301.6 78413.0,539799.0 78541.3,540029.6 78490.1,540316.5 78464.2,540320.5 78463.8,540320.5 78463.8,540313.5 78072.7,540281.9 77766.9,540421.2 77525.7,540404.1 77114.5,540533.5 76888.3,540768.3 76671.7,540781.0 76195.2,540844.5 75848.9,541114.3 75612.1,541363.9 75355.3,541653.8 75123.4,541858.6 74937.0,542063.6 74785.7,542143.3 74670.0,542143.3 74670.0,541976.8 74470.1,541919.5 74044.1,541907.6 73673.1,541975.9 73271.6,542014.4 72940.5,541828.2 72835.9,539658.4 72423.9,539658.4 72423.9,540568.6 73844.2,540338.3 73955.5,540335.3 74351.7,539913.7 74348.5,539231.5 74381.5,538629.8 74489.4,538043.5 74657.3,537276.1 74710.8,536875.2 74832.8,535888.6 75223.1,535752.5 75098.4,535415.6 74964.4,535082.6 74802.3,535078.6 74800.3)))",777,Istvándi
"MULTIPOLYGON (((535446.1 174271.8,535449.2 174275.8,535716.6 174619.3,535716.6 174619.3,535720.6 174618.1,536894.7 174242.5,537048.8 173779.0,537298.9 173735.5,537448.4 173668.3,537591.4 173852.0,537390.1 174165.7,538180.5 174767.1,538416.1 175125.1,538592.6 175203.0,539134.1 175195.8,539134.1 175195.8,538927.4 175113.3,538909.2 174516.6,538858.7 174126.0,538656.5 173642.2,538520.6 173242.7,538416.5 172958.2,538172.3 172700.6,538221.6 172639.7,538499.0 172395.3,538557.8 172299.2,538718.6 172322.1,538721.1 172136.5,538564.4 172043.3,538621.8 171841.9,538887.9 171868.4,538920.3 171672.4,538783.3 171553.8,538861.5 171407.3,539176.2 171322.8,539161.5 170981.9,538793.4 170831.3,538403.8 170570.7,538424.7 170264.4,538424.7 170264.4,538420.7 170264.2,538173.7 170247.7,537924.8 170376.4,537771.1 170503.9,537620.6 170862.0,537506.3 171305.0,537271.6 171378.3,537090.1 171305.5,536966.1 171768.6,536798.9 171640.4,536681.2 171832.6,536448.0 171650.1,536142.0 172000.3,536281.4 172299.4,536155.2 172597.0,535602.9 172544.2,535584.7 172679.9,535465.4 173122.9,535638.7 173326.2,535633.8 173702.5,535446.1 174271.8)))",778,Szentbékkálla
"MULTIPOLYGON (((535525.3 68720.6,535818.7 69195.8,536045.3 69360.3,536537.3 69408.4,536537.3 69408.4,536541.3 69404.6,537231.6 68758.5,537632.3 68616.4,538003.4 68569.7,538389.9 68588.1,538701.0 68576.7,538851.4 68556.0,538848.5 67969.3,538901.4 67502.7,539035.2 67151.1,539194.4 66869.6,539228.0 66568.6,539196.7 66328.0,539196.7 66328.0,538879.8 66173.9,538608.2 66044.7,538426.7 65875.0,538179.4 65595.2,538070.9 65399.3,538070.9 65399.3,537798.0 65581.8,537673.0 65682.6,537422.7 65799.0,536647.2 65800.7,536647.2 65800.7,536827.8 66242.8,537109.5 66397.1,537065.1 66537.7,536829.4 66578.8,536825.2 66749.3,537187.0 66833.1,537202.7 66973.4,536877.3 67120.2,536854.1 67516.5,536713.8 67547.2,536765.8 67918.0,536766.9 68148.7,536680.0 68846.1,536579.7 68841.5,536288.5 68822.7,535795.8 68629.2,535529.3 68719.3,535525.3 68720.6)))",779,Drávagárdony
"MULTIPOLYGON (((535790.7 249368.6,536195.2 249287.5,536565.7 249172.0,537342.6 249261.6,538591.1 249601.2,539310.0 250461.9,538975.6 250992.9,539905.5 251981.5,539909.3 251985.5,539909.3 251985.5,540119.6 251562.9,540399.2 251187.1,540659.2 250976.7,540979.7 250896.3,540979.7 250896.3,540983.4 250892.3,541739.1 250089.7,541844.9 250304.9,542335.2 250019.2,542595.1 249783.6,542607.7 249723.1,542607.7 249723.1,542674.3 249403.1,542748.6 249057.5,542652.6 248762.2,542225.1 248171.7,542299.3 247816.1,541973.2 247676.2,542268.1 247400.6,542372.9 247230.3,542597.8 247024.8,542902.8 246779.3,543083.1 246724.1,542650.7 246153.6,542630.5 246123.7,542630.5 246123.7,542228.1 245528.0,541902.3 245493.2,541416.4 245528.6,541015.0 245333.6,540528.1 245023.5,540131.7 244808.5,540056.3 244713.4,540256.0 244417.8,539638.8 244102.8,539318.8 244348.4,539032.7 244163.3,539202.4 243902.9,538781.2 243793.0,537758.8 243708.6,537372.8 243653.8,537071.8 243498.8,536710.6 243358.9,536434.4 243138.8,536273.9 243063.8,536273.9 243063.8,536210.9 243864.9,536217.0 244270.5,536252.5 244430.7,536503.3 244545.7,536565.8 245446.9,537269.3 246172.4,536860.8 247088.9,536501.4 247589.9,536212.4 248221.0,535963.9 248957.2,535792.4 249364.6,535790.7 249368.6)))",780,Gyõrszemere
"MULTIPOLYGON (((535858.8 216922.8,535955.3 217403.4,535906.6 217457.6,535906.6 217457.6,535909.6 217461.6,536237.2 217908.9,536648.3 218003.7,536919.6 218273.9,537135.5 218408.9,537431.5 218548.9,537652.3 218704.0,537933.3 218839.0,538025.0 218997.5,538027.3 219001.5,538027.3 219001.5,538113.9 218939.0,538304.1 218833.7,538754.0 218447.9,539074.1 218227.3,539333.7 217866.6,539533.9 217781.4,539720.0 218041.6,539920.1 217941.3,540180.0 217670.8,540313.6 217059.8,540291.9 216429.0,540321.0 216048.4,540550.9 215828.0,540580.0 215477.5,540870.0 215251.9,541019.7 215006.5,541038.5 214825.1,541038.5 214825.1,541044.1 214771.1,540978.2 214455.8,541263.5 214370.4,541302.9 214095.0,540781.8 214105.4,540441.6 214310.9,540286.6 214421.2,540095.5 214171.0,539935.7 214381.4,539766.1 214661.9,539476.4 214997.6,539361.8 215243.0,538990.8 215168.1,538784.9 214998.1,538457.7 214832.8,538453.7 214830.8,538453.7 214830.8,538443.8 214848.1,538143.9 215118.7,537723.7 215379.3,537457.6 215189.2,537162.0 215209.5,536761.8 215425.1,536492.2 215815.8,536182.4 216116.4,536008.1 216527.1,535923.6 216787.5,535858.8 216922.8)))",781,Nagytevel
"MULTIPOLYGON (((535889.3 127185.4,536501.5 127167.7,537124.4 127300.5,537492.4 127654.9,537834.8 127884.2,538136.7 128048.4,538156.8 128058.3,538156.8 128058.3,538891.5 128243.7,539388.5 128292.2,539804.4 128271.6,540280.5 128255.2,540434.1 128238.1,540434.1 128238.1,540413.2 127717.7,539746.3 127810.8,539797.4 126983.2,539574.2 126487.7,539574.2 126487.7,538965.6 126219.5,538638.7 126055.4,538709.4 125142.4,538695.9 124440.4,538743.9 123988.9,538781.0 123371.9,538872.5 122604.3,538927.0 122468.7,539818.7 122159.0,540229.3 121981.7,540594.3 121699.3,540405.7 121131.0,540803.6 120399.6,540825.1 119677.4,540879.1 119431.5,541630.7 119197.6,541917.2 119296.7,541949.9 118815.1,541949.9 118815.1,542011.9 118157.9,542045.3 117801.8,542124.0 117485.5,541776.2 117171.0,541368.0 116821.8,540689.4 116583.9,540252.2 116445.4,539724.8 116352.4,539040.9 116064.4,539040.9 116064.4,538787.9 116652.2,537959.1 116475.2,537959.1 116475.2,537874.8 116686.2,537836.5 117062.5,537768.4 117494.0,537681.1 118101.2,537652.9 118497.4,537401.4 118368.1,537337.7 118679.3,537439.5 118969.7,537766.1 119053.6,537726.5 119301.7,537883.8 119529.5,537729.0 119670.5,537374.4 120013.1,537515.4 120122.8,537491.2 120288.4,537642.5 120448.2,537834.3 120673.0,537845.7 120948.8,537680.2 120974.6,537550.2 121075.4,537401.5 121437.1,536828.9 121319.2,536828.9 121319.2,536830.5 121323.2,536991.3 121704.6,537209.4 122160.0,537131.6 122671.9,537014.9 123424.6,536847.8 124147.4,536724.2 124524.0,536632.3 125216.5,536399.2 125764.0,536330.9 126160.5,536237.9 126642.3,535891.9 127181.4,535889.3 127185.4)))",782,Somogysárd
"MULTIPOLYGON (((535906.6 217457.6,535460.7 217954.5,535235.9 218210.0,535035.5 218235.2,534493.2 217800.0,534156.9 217569.9,534017.4 217860.4,534449.6 218350.8,534134.4 218541.2,533799.9 218982.1,534090.7 219067.0,534652.5 219301.9,534879.4 219822.5,535326.3 220187.7,535782.5 220287.5,536159.0 220517.6,536430.6 220922.9,536611.6 221163.1,536651.8 221188.1,536651.8 221188.1,536655.8 221187.2,537122.5 221082.7,537153.0 221035.3,537153.0 221035.3,537287.2 220827.2,537521.7 220471.5,537840.9 219905.5,537950.1 219524.9,537779.3 219339.8,537988.9 219029.2,538027.3 219001.5,538027.3 219001.5,538025.0 218997.5,537933.3 218839.0,537652.3 218704.0,537431.5 218548.9,537135.5 218408.9,536919.6 218273.9,536648.3 218003.7,536237.2 217908.9,535909.6 217461.6,535906.6 217457.6)))",783,Adásztevel
"MULTIPOLYGON (((536063.6 164457.2,536067.6 164459.4,536301.1 164589.5,536214.2 164831.4,536446.6 164958.7,536277.7 165076.3,536490.4 165234.0,536428.2 165450.5,536853.0 165715.7,536582.5 166100.6,536452.8 166508.6,536391.1 166765.2,536458.2 167271.0,536795.1 167702.9,536795.1 167702.9,537231.0 166954.7,537690.1 166426.9,538325.8 166714.4,538623.5 166113.5,538521.4 165804.2,538558.2 165546.6,538930.9885 164920.1225,538930.9885 164920.1225,540570.6 162409.7,540573.3 162405.7,540573.3 162405.7,539720.7 162030.8,539720.7 162030.8,539351.9 161825.1,538664.5 161422.9,537702.5 161109.7,537702.5 161109.7,537699.9 161113.7,536710.8 162657.8,536366.7 163520.2,536426.3 163845.4,536389.7 164101.7,536063.6 164457.2)))",784,Ábrahámhegy
"MULTIPOLYGON (((536268.3 97246.1,536378.7 98253.5,536276.2 98840.7,536224.0 99432.6,536326.4 99848.4,536299.3 100465.4,535909.9 100873.2,536014.4 101700.2,536173.3 102376.5,536488.2 103142.4,536488.2 103142.4,536638.9 103176.9,536825.8 103436.8,536825.8 103436.8,537233.5 103675.8,537447.6 103348.9,537647.3 103132.4,538093.8 103120.5,538333.4 102853.7,538665.9 103133.1,538855.4 102881.6,539267.1 102935.0,539377.8 102989.7,539409.8 103375.7,539557.2 103761.2,540044.8 103924.6,540452.6 103987.4,540456.6 103988.0,540456.6 103988.0,540656.7 103871.8,540877.8 103931.1,541068.7 103970.4,541236.8 103468.2,541616.3 103085.5,542048.7 103259.1,542283.0 102932.2,542894.2 102734.0,543042.8 102352.3,542987.4 101299.4,543308.4 101257.9,543299.6 100500.7,543299.6 100500.7,543300.1 100496.7,543391.3 99748.1,543322.7 99081.5,543240.4 98675.6,543264.1 98379.7,543264.1 98379.7,543260.1 98379.2,542470.7 98282.8,541872.9 98134.9,541395.3 97966.4,541149.3 97932.3,540849.8 98254.6,540542.9 98100.4,540375.9 97805.3,540409.7 97539.3,540409.7 97539.3,540405.7 97538.5,540138.4 97480.3,539917.7 97491.3,539632.3 97622.9,539224.9 97424.0,538807.3 97210.2,538545.7 97070.9,538133.7 96967.3,537729.7 96656.2,537725.7 96653.1,537725.7 96653.1,537599.8 96573.4,537347.8 96353.9,536655.0 96286.6,536314.7 96463.6,536376.4 96764.2,536268.3 97246.1)))",785,Kadarkút
"MULTIPOLYGON (((536273.9 243063.8,536434.4 243138.8,536710.6 243358.9,537071.8 243498.8,537372.8 243653.8,537758.8 243708.6,538781.2 243793.0,539202.4 243902.9,539032.7 244163.3,539318.8 244348.4,539638.8 244102.8,540256.0 244417.8,540056.3 244713.4,540131.7 244808.5,540528.1 245023.5,541015.0 245333.6,541416.4 245528.6,541902.3 245493.2,542228.1 245528.0,542630.5 246123.7,542630.5 246123.7,542631.7 246119.7,543052.8 244761.4,543361.5 244020.1,543610.6 243464.2,543865.1 243093.5,544003.8 242472.5,544038.4 242292.2,544394.4 242392.1,544197.4 241879.2,544197.4 241879.2,544192.6 241866.5,543098.9 241366.6,542563.9 241767.5,541936.9 241522.6,542001.3 241272.2,541078.4 240902.4,540992.8 240742.2,540425.9 240371.2,540421.9 240368.5,540421.9 240368.5,540360.8 240487.3,540136.2 240832.9,539901.4 241078.5,539772.2 241514.2,539549.7 242605.8,539087.6 242180.6,538857.2 242250.8,538340.6 242060.9,538675.6 241785.3,538114.3 241730.6,537292.4 241691.1,536886.5 241661.4,536655.3 241391.2,536535.5 241916.7,536535.5 241916.7,536274.8 243059.8,536273.9 243063.8)))",786,Felpéc
"MULTIPOLYGON (((536326.2 232455.8,536327.9 232459.8,536441.9 232734.3,536658.6 233189.8,536924.9 233460.0,537156.2 233795.3,537706.8 234115.5,537710.8 234117.8,537710.8 234117.8,537753.3 234075.2,537758.2 234070.2,537953.9 234165.2,538144.8 234360.4,538360.7 234525.4,538841.8 234555.1,539047.7 234705.2,539083.4 234960.5,538928.9 235246.0,538719.2 235556.6,538739.8 235756.9,539081.2 235992.0,540007.7 236829.9,540011.7 236833.5,540011.7 236833.5,540045.3 236787.4,540160.2 236657.1,540255.1 236526.9,541004.7 235775.3,541034.7 235765.3,542505.6 236790.7,543333.5 235368.1,543940.5 235603.0,544120.5 235477.7,544034.0 234977.1,544966.6 235191.7,545573.5 235421.6,545915.2 235801.9,546025.9 236739.3,546025.9 236739.3,546038.2 236843.3,546174.6 237273.8,546525.7 237393.7,546690.6 237223.3,546905.1 236862.7,546994.6 236607.3,547033.5 236622.8,547033.5 236622.8,547035.2 236618.8,547667.0 235079.7,547375.3 234689.3,547113.8 234329.0,546928.0 234178.9,546447.2 234244.4,546251.7 234204.5,545980.9 234144.6,545805.1 233969.4,545709.2 233689.1,546019.4 233533.7,545747.9 233193.4,545675 232152,545748.8 231616.2,545808.0 231295.7,545977.6 231015.2,545475.8 230710.2,545191.5 231206.0,544157.8 230661.0,543740.7 230185.6,543483.8 229665.1,543038.3 229271.8,543034.3 229268.2,543034.3 229268.2,543001.9 229345.0,542882.4 229635.5,542672.2 229720.7,542537.1 229806.0,542466.8 229725.9,542180.2 229370.6,541904.3 229230.6,541809.9 229536.1,541891.1 229931.6,541897.5 230472.3,541787.6 230592.6,541386.3 230407.6,541126.0 230507.9,540930.7 230573.2,540689.8 230403.1,540408.5 230142.9,540223.5 230308.3,540028.8 230578.8,539688.2 230609.1,539437.8 230654.3,539102.4 230769.7,538606.1 230705.0,538275.1 230575.0,537606.7 230207.2,537602.7 230205.0,537602.7 230205.0,537367.8 230445.5,537228.3 230751.0,536988.6 231036.6,536919.4 231387.1,536884.9 231627.5,536715.6 232038.2,536440.9 232363.8,536326.2 232455.8)))",787,Lovászpatona
"MULTIPOLYGON (((536537.3 69408.4,537075.6 69686.9,537463.3 69946.0,537975.6 70039.1,538493.3 70212.4,538920.6 70366.0,539594.5 70669.1,539446.6 71201.3,539332.7 71517.7,539389.5 71838.4,539691.2 71957.4,539658.4 72423.9,539658.4 72423.9,539798.3 72303.0,540229.5 72236.0,540285.4 71368.2,540328.0 70836.4,540390.1 70209.3,540553.1 69682.1,540767.5 69405.4,540906.7 69139.0,540984.8 68692.4,541027.8 68260.9,541135.3 67678.8,541157.9 67172.2,541085.3 66706.1,541085.3 66706.1,541081.3 66705.1,540824.1 66637.0,540568.3 66658.2,540247.0 66629.5,539981.1 66645.6,539669.1 66471.5,539200.7 66329.3,539196.7 66328.0,539196.7 66328.0,539228.0 66568.6,539194.4 66869.6,539035.2 67151.1,538901.4 67502.7,538848.5 67969.3,538851.4 68556.0,538701.0 68576.7,538389.9 68588.1,538003.4 68569.7,537632.3 68616.4,537231.6 68758.5,536541.3 69404.6,536537.3 69408.4)))",788,Kastélyosdombó
"MULTIPOLYGON (((536585.9 113838.8,536656.4 113838.0,536895.7 114534.0,536704.7 114464.6,536787.8 115046.0,537003.9 115105.3,537008.8 115085.2,537095.3 115325.5,537217.6 115696.1,537799.6 115688.6,537958.3 116471.2,537959.1 116475.2,537959.1 116475.2,538787.9 116652.2,539040.9 116064.4,539040.9 116064.4,539116.9 115181.5,539355.6 114759.3,539475.3 114603.3,540045.6 114254.8,540138.5 113743.0,540231.6 113301.3,540394.2 112693.8,540394.2 112693.8,540390.2 112690.6,540283.4 112604.0,540277.6 112453.6,540179.8 111947.5,540112.7 111576.7,539953.8 110890.4,539944.7 110083.1,539482.2 109904.5,539482.2 109904.5,539211.3 109910.7,539045.5 109876.3,538563.9 109913.4,538496 110370,538154.5 110331.4,538051.7 110848.3,537584.9 110716.5,537584.9 110716.5,537584.6 110720.5,537540.4 111279.5,537399.0 111385.6,537151.5 111597.9,537363.6 112057.8,537257.6 112305.5,536585.8 112553.1,536656.5 113048.5,536586.3 113834.8,536585.9 113838.8)))",789,Kiskorpád
