WKT,KULTHAT_ID,NEV
"MULTIPOLYGON (((789665.0 342881.9,789669.0 342885.4,789862.2 343055.6,790105.5 343349.2,790361.1 343316.7,790685.8 343163.1,790946.2 343115.5,791114.7 343455.0,791581.1 343445.6,791581.1 343445.6,791583.4 343441.6,791660.2 343309.4,791748.4 343072.8,791952.4 342895.3,792220.5 342581.7,792449.0 342890.6,792574.5 342899.4,792734.1 342802.6,792821.5 342480.7,792971.6 342434.1,792971.6 342434.1,793314.4 342054.7,793528.7 341902.1,793502.4 341710.8,793501.9 341706.8,793501.9 341706.8,793304.9 341558.1,793232.5 341221.7,793231.7 341217.7,793231.7 341217.7,792910.5 341205.7,792644.3 341168.1,792340.4 341391.7,791948.5 341325.2,791741.2 341141.6,791511.9 340732.4,791253.9 340252.3,791251.7 340248.3,791251.7 340248.3,791064.7 340651.4,790740.7 340885.2,790302.5 341240.5,790302.5 341240.5,790298.5 341242.1,790055.5 341340.8,789911.2 341525.3,789759.0 341934.4,789518.9 342246.2,789665.0 342881.9)))",2433,Abaújlak
"MULTIPOLYGON (((789699.6 292660.4,790509.0 292896.3,790758.4 293251.7,790928 293527,790928 293527,791517.4 293782.7,792002.8 293392.9,792647.4 293533.5,792647.4 293533.5,793187.3 293438.9,793253.0 292988.7,793163.4 292733.4,793103.9 292348.1,793299.2 292128.1,793305.0 291582.8,793305.0 291582.8,793301.0 291583.5,792810.0 291667.4,792296.4 290846.4,792127.4 290190.9,792332.7 289895.8,792048.3 289575.4,791463.4 289624.9,791123.7 289499.5,791123.7 289499.5,791121.7 289503.5,790873.1 289989.6,790582.6 290399.7,789911.5 291289.7,789700.2 292656.4,789699.6 292660.4)))",2434,Nagycsécs
"MULTIPOLYGON (((789798.9 300085.4,789838.5 300325.6,789838.5 300325.6,789842.5 300329.0,790362.7 300771.3,790568.1 300401.3,790737.9 300536.5,790892.6 300711.8,791127.9 300431.8,791297.3 300817.2,791497.8 300417.1,792672.6 300417.8,793057.7 300148.2,793632.6 300028.7,794512.5 299949.4,795706.7 300175.5,796341.4 300261.1,796657.0 300454.1,796661.0 300456.5,796661.0 300456.5,796961.3 300171.6,797411.5 299921.8,797411.5 299921.8,797407.5 299919.8,796777.2 299601.1,796128.3 299020.1,795304.2 298554.1,794749.3 298638.7,794209.8 298393.1,793834.9 298422.8,793465.0 298437.5,792695.2 298501.8,792080.7 298266.2,791546.0 298165.6,790591.4 298154.8,790591.4 298154.8,790440.9 298509.9,790420.3 298935.2,790374.6 299415.5,790298.9 299940.7,789802.9 300084.3,789798.9 300085.4)))",2435,Berzék
"MULTIPOLYGON (((789800.1 321411.0,789801.4 321415.0,789908.5 321751.0,789936.9 322122.0,789760.9 322645.3,789704.3 323047.2,789952.0 323822.3,790005.3 324178.0,790115.1 324678.6,790433.5 324946.4,790433.5 324946.4,790978.9 324790.8,791538.5 325116.5,792135.6 325136.0,792535.3 324956.6,793119.8 324690.2,793165.6 324648.3,793169.6 324644.6,793169.6 324644.6,793339.7 324592.8,793262.3 324352.8,793083.3 323963.2,793049 323497,793176.0 323109.6,793349.3 322857.1,793643.6 322673.7,794318.5 322411.5,794771.9 322066.1,795143.0 321948.4,795147.0 321947.2,795147.0 321947.2,795251.0 321790.7,795514.8 321567.4,795693.0 321294.9,796106.5 320768.2,796109.6 320764.2,796109.6 320764.2,796068.7 320674.3,796021.1 320398.9,795749.3 320291.1,795293.5 319808.2,795293.5 319808.2,795198.7 319673.0,795164.0 319477.9,795339.4 319132.8,794964.5 319172.5,794509.4 319377.2,794110.2 318881.6,794305.7 318501.5,794106.1 318281.2,794186.4 318026.1,794186.7 317825.9,794186.7 317825.9,794142.2 317505.7,794142.2 317505.7,794017.1 317565.6,793526.9 317825.4,793361.5 318175.4,793205.9 318580.6,792935.6 318890.5,792555.6 318965.3,792360.4 319170.2,792144.9 319530.3,791879.6 319830.3,791879.6 319830.3,790884.6 320397.4,790884.6 320397.4,791044.8 320922.6,790606.3 321257.8,790548.3 320937.4,790366.7 320823.7,790099.2 321197.4,789800.1 321411.0)))",2436,Aszaló
"MULTIPOLYGON (((789838.5 300325.6,789513.1 300665.5,789487.7 300930.7,789652.3 301221.0,789662.0 301426.2,789846.5 301711.5,789835.8 302176.8,790242.1 302773.6,790244.8 302777.6,790244.8 302777.6,791144.8 302603.2,791249.3 302923.5,791278.9 303133.7,791518.6 303349.0,791922.9 303679.6,792442.9 303575.0,792782.7 303650.3,793003.2 303245.2,793168.1 303245.4,793597.9 303290.8,793922.4 303566.3,794406.8 303911.9,794771.2 304242.4,795166.0 304237.8,795575.7 304348.2,795885.2 304623.6,796404.9 304714.1,797384.7 304649.9,798323.8 305026.0,798869.9 304872.5,798873.9 304871.4,798873.9 304871.4,798174.9 304280.4,797560.8 303844.6,796996.4 303578.9,796541.8 303388.4,796402.5 302943.0,796658.2 302377.8,796859.1 301697.5,796859.7 301277.3,796730.6 300696.8,796661.0 300456.5,796661.0 300456.5,796657.0 300454.1,796341.4 300261.1,795706.7 300175.5,794512.5 299949.4,793632.6 300028.7,793057.7 300148.2,792672.6 300417.8,791497.8 300417.1,791297.3 300817.2,791127.9 300431.8,790892.6 300711.8,790737.9 300536.5,790568.1 300401.3,790362.7 300771.3,789842.5 300329.0,789838.5 300325.6)))",2437,Bõcs
"MULTIPOLYGON (((789998.8 303527.9,790603.2 303818.6,791092.8 303964.1,791512.3 304204.6,791646.9 304469.9,791401.5 304784.9,791316.1 305065.0,791163.3 305316.0,791160.8 305320.0,791160.8 305320.0,791303.9 305317.9,791640.5 305420.5,792024.9 305736.1,792654.5 305906.7,793234.0 306122.4,793398.8 306202.5,793863.3 306403.1,794632.7 306633.9,795532.1 306884.8,796321.5 307080.6,796926.1 307216.2,797410.4 307616.9,797909.8 307922.6,798324.1 308313.2,798924.5 308537.3,798928.5 308538.8,798928.5 308538.8,799469 308084,799977.9 308699.8,800477.4 308970.5,800821.8 309311.0,801141.4 309496.4,801351.1 309661.7,801835.6 309857.2,801835.6 309857.2,802266.8 308962.0,802266.8 308962.0,802342.5 308461.7,802203.4 307876.2,801848.8 307680.8,801149.1 307630.1,800869.4 307494.8,801314.4 307365.1,800860.7 306614.2,800346.3 306273.6,800346.3 306273.6,799782.2 305782.7,799387.9 305402.2,799193.3 305171.8,798873.9 304871.4,798873.9 304871.4,798869.9 304872.5,798323.8 305026.0,797384.7 304649.9,796404.9 304714.1,795885.2 304623.6,795575.7 304348.2,795166.0 304237.8,794771.2 304242.4,794406.8 303911.9,793922.4 303566.3,793597.9 303290.8,793168.1 303245.4,793003.2 303245.2,792782.7 303650.3,792442.9 303575.0,791922.9 303679.6,791518.6 303349.0,791278.9 303133.7,791249.3 302923.5,791144.8 302603.2,790244.8 302777.6,790244.8 302777.6,789998.8 303527.9)))",2438,Hernádnémeti
"MULTIPOLYGON (((790180.1 163432.6,794529.4 163118.1,796053.4 162864.3,796640.1 163146.4,798605.9 163195.6,799384.5 162905.9,799384.5 162905.9,799384.2 162901.9,799313.9 161905.0,799106.3 159688.3,799583.1 159084.9,799819.3 158412.7,797616.5 157118.3,796730.9 156166.9,797174.7 155762.6,797178.7 155758.9,797178.7 155758.9,796447.3 155542.7,796005.4 155214.7,795442.9 154807.3,794896.9 154645.1,794330.2 154372.9,794181.0 154117.4,794178.7 154113.4,794178.7 154113.4,793283.0 154919.5,793385.2 155299.4,793153.2 155851.4,793331.1 156361.0,793043.2 156738.1,792540.8 157226.5,791265.8 159071.0,790975.7 159057.6,790687.7 159434.7,790687.7 159434.7,790278.3 160443.2,790245.2 161680.0,790188.2 163102.2,790180.1 163432.6)))",2439,Kamut
"MULTIPOLYGON (((790256.6 308421.3,790390.5 309191.9,790279.7 309732.2,790464.1 310152.6,792084.1 309718.7,792098.2 310349.2,792181.6 310630.4,792182.8 310634.4,792182.8 310634.4,794036.9 310811.1,795371.2 310967.4,797025.2 311264.0,797065.1 311349.1,797579.5 311634.7,798663.7 311930.9,798663.7 311930.9,799004.4 311370.8,799354.6 311191.0,799354.6 311150.9,799535.7 310365.6,799655.7 310325.6,799786.2 309950.5,800166.3 309780.7,800706.0 309886.3,801110.5 310146.8,801270.4 310126.9,801835.6 309857.2,801835.6 309857.2,801351.1 309661.7,801141.4 309496.4,800821.8 309311.0,800477.4 308970.5,799977.9 308699.8,799469 308084,798928.5 308538.8,798928.5 308538.8,798998.3 308704.0,798782.9 308989.0,798772.9 309014.0,798553.1 308908.8,798043.5 308758.2,797149.4 308372.2,796574.8 308246.6,795675.3 308065.7,794561.0 307864.6,793791.5 307673.9,792917.6 307137.8,791842.8 307246.9,791578.2 307051.5,791018.2 307181.2,791018.2 307181.2,790928.0 307311.2,790907.8 307471.2,790587.8 307561.0,790607.1 307752.2,790607.5 307756.2,790607.5 307756.2,790652.1 308006.4,790791.8 308156.6,790686.5 308401.7,790260.6 308421.1,790256.6 308421.3)))",2440,Gesztely
"MULTIPOLYGON (((790433.5 324946.4,790434.9 324950.4,790598.0 325396.3,790626.2 325752.2,790547.3 325898.4,790547.3 325898.4,790547.7 325902.4,790580.1 326204.1,790689.9 326709.7,790844.1 327124.6,790874.0 327671.1,790822.8 328113.0,790931.6 328503.3,790931.6 328503.3,792260.2 328997.3,792833.4 328585.5,793294.1 328490.9,793651.4 328622.9,794037.0 328554.1,794661.4 328257.2,794661.4 328257.2,795256.7 327967.5,795260.7 327965.6,795260.7 327965.6,795138.7 327781.1,794912.4 327713.1,794734.6 327469.0,794589.9 327555.6,794305.7 327177.1,794177.7 326892.3,793968.7 326508.1,793724.3 326104.1,793560.4 325724.4,793939.0 325429.9,793169.6 324644.6,793169.6 324644.6,793165.6 324648.3,793119.8 324690.2,792535.3 324956.6,792135.6 325136.0,791538.5 325116.5,790978.9 324790.8,790433.5 324946.4)))",2441,Kázsmárk
"MULTIPOLYGON (((790530.8 295082.7,791160.6 295113.3,791615.1 295313.8,792240.8 295955.8,792908.6 296105.4,793497.9 296406.1,794182.1 296797.0,794866.5 297062.8,795036.2 297258.0,795036.2 297258.0,795038.5 297254.0,795462.1 296517.9,794538.6 295726.6,794074.6 295100.8,793510.7 294479.9,793186.6 293939.2,792651.4 293536.5,792647.4 293533.5,792647.4 293533.5,792002.8 293392.9,791517.4 293782.7,790928 293527,790928 293527,790928.8 293531.0,791057.0 294142.6,790991.7 294387.7,790986.3 294637.8,790911.1 294802.9,790530.8 295082.7)))",2442,Köröm
"MULTIPOLYGON (((790530.8 295082.7,790485.7 295222.8,790320.3 295492.8,790564.9 295698.2,790834.5 295963.6,790738.9 296348.7,790203.3 296908.7,790447.7 297309.1,790427.3 297534.3,790590.3 298150.8,790591.4 298154.8,790591.4 298154.8,791546.0 298165.6,792080.7 298266.2,792695.2 298501.8,793465.0 298437.5,793834.9 298422.8,794209.8 298393.1,794749.3 298638.7,795304.2 298554.1,796128.3 299020.1,796777.2 299601.1,797407.5 299919.8,797411.5 299921.8,797411.5 299921.8,797881.5 299797.2,797557.3 299356.6,797327.7 299121.2,796987.9 299075.9,796693.4 298760.4,796693.4 298760.4,796691.6 298756.4,796459.3 298239.9,796014.9 297899.3,794935.9 297488.1,795036.2 297258.0,795036.2 297258.0,794866.5 297062.8,794182.1 296797.0,793497.9 296406.1,792908.6 296105.4,792240.8 295955.8,791615.1 295313.8,791160.6 295113.3,790530.8 295082.7)))",2443,Sajóhídvég
"MULTIPOLYGON (((790657.1 337123.8,790655.9 337127.8,790579.1 337375.4,790572.8 337791.8,790486.2 338208.9,790492.2 338881.1,790521.7 339377.4,790588.9 339602.5,791251.7 340248.3,791251.7 340248.3,791253.9 340252.3,791511.9 340732.4,791741.2 341141.6,791948.5 341325.2,792340.4 341391.7,792644.3 341168.1,792910.5 341205.7,793231.7 341217.7,793231.7 341217.7,792935.3 340608.6,792681.7 340289.9,792434.0 340076.6,792234.5 339637.0,792050.0 339202.4,791943.9 338546.3,791879.8 338110.4,791740.0 337620.2,791711.7 337259.3,791569.3 337039.9,791402.6 336911.1,791492.0 336317.3,791492.6 336313.3,791492.6 336313.3,791445.5 336093.0,791389.5 336003.2,791186.0 336235.9,791193.3 336501.7,791054.3 336658.5,790657.1 337123.8)))",2444,Nyésta
"MULTIPOLYGON (((790835.5 328975.7,790978.8 329300.4,791156.4 329529.5,791294.7 329849.2,791356.9 330079.3,791293.4 330265.6,791293.4 330265.6,791297.4 330266.4,791775.9 330371.3,792036.5 330353.8,792480.5 330640.5,792830.7 330531.9,793330.2 330301.4,793764.8 330096.6,793979.0 329969.9,794285.2 329893.3,794318.9 330357.2,794620.1 330389.5,794999.4 330165.2,795046.6 330400.5,795103.9 330640.7,795315.1 330693.9,795679.3 330363.0,795683.3 330359.4,795683.3 330359.4,796368.5 329575.3,796368.5 329575.3,796196.1 329361.3,795900.7 329429.3,795653.0 329205.9,795470.2 328961.8,795388.1 328640.6,795387.1 328636.6,795387.1 328636.6,795151.4 328643.8,794940.5 328620.7,794661.4 328257.2,794661.4 328257.2,794037.0 328554.1,793651.4 328622.9,793294.1 328490.9,792833.4 328585.5,792260.2 328997.3,790931.6 328503.3,790931.6 328503.3,790930.8 328507.3,790835.5 328975.7)))",2445,Léh
"MULTIPOLYGON (((791018.2 307181.2,791578.2 307051.5,791842.8 307246.9,792917.6 307137.8,793791.5 307673.9,794561.0 307864.6,795675.3 308065.7,796574.8 308246.6,797149.4 308372.2,798043.5 308758.2,798553.1 308908.8,798772.9 309014.0,798782.9 308989.0,798998.3 308704.0,798928.5 308538.8,798928.5 308538.8,798924.5 308537.3,798324.1 308313.2,797909.8 307922.6,797410.4 307616.9,796926.1 307216.2,796321.5 307080.6,795532.1 306884.8,794632.7 306633.9,793863.3 306403.1,793398.8 306202.5,793234.0 306122.4,792654.5 305906.7,792024.9 305736.1,791640.5 305420.5,791303.9 305317.9,791160.8 305320.0,791160.8 305320.0,791085.2 305755.3,791044.7 306145.5,790834.1 306560.6,790469.1 306670.3,790543.8 306870.5,791014.2 307178.5,791018.2 307181.2)))",2446,Hernádkak
"MULTIPOLYGON (((791123.7 289499.5,791463.4 289624.9,792048.3 289575.4,792332.7 289895.8,792127.4 290190.9,792296.4 290846.4,792810.0 291667.4,793301.0 291583.5,793305.0 291582.8,793305.0 291582.8,793774.8 291573.2,793964.1 292003.6,794183.4 292429.1,794308.7 292204.1,794389.1 291959.0,794943.7 292059.5,795498.8 291909.9,795715.2 291844.9,796338.3 291990.7,796338.3 291990.7,796424.3 291290.3,796404.9 290870.0,796130.8 290359.4,795976.7 289763.9,795877.5 289258.5,795938.0 288848.2,796068.7 288383.0,796339.9 288161.4,796343.9 288158.1,796343.9 288158.1,796214.5 287782.8,796220.7 286912.2,796220.7 286912.2,796216.7 286914.7,795825.5 287157.0,795645.4 287266.9,795275.6 287241.6,794675.5 287431.2,794675.5 287431.2,794672.6 287435.2,794114.6 288216.3,793924.0 288646.4,793503.6 289021.3,792828.7 289090.7,792768.4 289320.8,792403.8 289115.4,792354.3 288835.2,791425.0 288554.2,791247.4 288657.3,791247.4 288657.3,791209.9 288679.1,791049.5 288999.1,791123.7 289499.5)))",2447,Sajószöged
"MULTIPOLYGON (((791226.9 347612.4,791226.4 347616.4,791142.2 348240.3,791150.4 348601.4,791213.9 348966.9,791187.3 349358.5,791135.8 349770.3,791385.7 350234.4,791659.9 350618.1,791703.9 351044.0,791608.3 351581.7,791289.7 352172.6,791287.6 352176.6,791287.6 352176.6,791606.8 352534.8,791666.0 352990.7,791824.8 353360.4,792188.9 353693.0,792275.6 353857.8,792275.6 353857.8,792276.9 353853.8,792543.9 353002.4,792577.8 352299.8,792553.0 351763.3,792534.4 351367.2,792490.2 350906.2,792579.0 350739.8,792610.7 350363.3,793363.9 350331.2,793367.9 350331.0,793367.9 350331.0,793792.2 349539.4,794133.0 349506.1,794725.2 348777.1,794728.4 348773.1,794728.4 348773.1,794636.4 348573.3,794418.6 348344.6,793938.5 347942.9,794178.5 347613.5,794181.4 347609.5,794181.4 347609.5,794015.0 347520.8,793774.8 347578.2,793610.1 347670.1,793444.6 347676.7,793308.4 347587.7,793188.3 347372.1,793186.0 347368.1,793186.0 347368.1,793071.7 347484.6,792750.3 347437.5,792153.7 347483.2,791423.3 347695.8,791226.9 347612.4)))",2448,Krasznokvajda
"MULTIPOLYGON (((791293.4 330265.6,791287.5 330727.1,791555.6 330990.4,791823.9 331258.8,792011.3 331467.7,792080.2 331883.4,792406.4 332462.2,792406.4 332462.2,792410.4 332463.5,792617.7 332535.4,792793.9 332598.9,792985.2 332677.4,793238.6 332976.0,793373.7 333201.4,793376.1 333205.4,793376.1 333205.4,794015.3 332878.3,794344.9 332714.6,794519.2 332572.5,794586.8 332281.0,794796.8 332208.7,795124.4 332376.2,795360.6 332424.1,795805.1 332214.2,795984.9 332122.2,795822.1 331862.9,796121.5 331689.5,796507.2 331630.7,796662.3 331472.7,796666.3 331468.7,796666.3 331468.7,796518.1 331159.1,796220.9 331021.4,795959.7 330978.8,795853.1 330839.3,795683.3 330359.4,795683.3 330359.4,795679.3 330363.0,795315.1 330693.9,795103.9 330640.7,795046.6 330400.5,794999.4 330165.2,794620.1 330389.5,794318.9 330357.2,794285.2 329893.3,793979.0 329969.9,793764.8 330096.6,793330.2 330301.4,792830.7 330531.9,792480.5 330640.5,792036.5 330353.8,791775.9 330371.3,791297.4 330266.4,791293.4 330265.6)))",2449,Rásonysápberencs
"MULTIPOLYGON (((791492.6 336313.3,791492.0 336317.3,791402.6 336911.1,791569.3 337039.9,791711.7 337259.3,791740.0 337620.2,791879.8 338110.4,791943.9 338546.3,792050.0 339202.4,792234.5 339637.0,792434.0 340076.6,792681.7 340289.9,792935.3 340608.6,793231.7 341217.7,793231.7 341217.7,793232.5 341221.7,793304.9 341558.1,793501.9 341706.8,793501.9 341706.8,794011.7 341501.3,794425.9 341266.6,794434.4 341091.0,794434.4 341091.0,794227.4 340375.6,794121.6 339759.6,794130.0 339573.9,794293.9 339391.8,794350.1 338944.8,794603.2 338641.4,794527.0 338531.8,794162.5 337897.2,794160.2 337893.2,794160.2 337893.2,794110.2 337918.7,793852.4 337695.4,793546.7 337156.6,792981.1 336735.6,792660.0 336161.8,792320.1 336290.4,791492.6 336313.3)))",2450,Abaújszolnok
"MULTIPOLYGON (((791581.1 343445.6,791468.1 343712.5,791409.3 343863.5,791603.4 344253.0,791997.7 344600.4,792145.3 344839.8,791881.7 345093.1,791426.8 345272.9,791217.9 345470.6,791610.1 345577.2,791528.0 345929.1,791655.5 346168.7,791972.1 346802.8,792255.2 346479.0,792534.6 346882.7,792684.8 346841.1,792893.0 346563.3,793130.3 346741.6,793186.0 347368.1,793186.0 347368.1,793188.3 347372.1,793308.4 347587.7,793444.6 347676.7,793610.1 347670.1,793774.8 347578.2,794015.0 347520.8,794181.4 347609.5,794181.4 347609.5,794645.4 347334.2,794798.2 347031.8,794820.9 346765.7,794812.7 346404.6,794850.2 346108.3,794847.6 345817.4,794578.7 345468.8,794615.3 345072.2,794532.0 344731.8,794306.7 344217.3,793908.1 343960.2,793612.4 343421.3,793615.3 343180.5,793615.3 343180.5,793443.4 343031.6,793316.1 342817.1,792975.2 342438.1,792971.6 342434.1,792971.6 342434.1,792821.5 342480.7,792734.1 342802.6,792574.5 342899.4,792449.0 342890.6,792220.5 342581.7,791952.4 342895.3,791748.4 343072.8,791660.2 343309.4,791583.4 343441.6,791581.1 343445.6)))",2451,Gagyvendégi
"MULTIPOLYGON (((791820.4 270872.8,791821.7 270876.8,792054.3 271603.5,792402.4 272824.6,791932.2 273099.4,792005.7 274080.1,791920.5 274250.1,791914.4 275050.6,791729.4 275095.5,791205.5 274449.6,790910.4 274534.4,791728.1 275936.1,792908.1 275671.9,793433.8 275107.0,793864.3 274627.0,794014.5 274477.1,794607.9 275453.2,794742.1 275933.7,794742.1 275933.7,795757.5 275429.2,796427.7 275154.6,796797.6 275124.9,796972.4 275180.1,797382.9 274740.1,797968.0 274590.5,798432.7 274636.0,798747.5 274716.3,799157.7 274461.5,799792.2 274697.2,800401.7 274887.8,800962.3 275022.4,800966.3 275023.4,800966.3 275023.4,800867 274603,800852.3 274372.9,800768.4 273647.3,800593.5 273617.1,800389.1 273241.7,800384.5 272936.5,800155.4 272386.0,800075.3 272455.9,799850.5 272385.7,799820.9 272105.5,799820.9 272105.5,800326.2 271815.7,800326.2 271815.7,800062.5 270990.0,799932.8 270784.7,799442.7 270964.4,799273.2 270699.1,799243.8 270273.8,799454.0 270038.8,799315.0 269418.3,799036.1 268737.6,798676.2 268697.2,798500.7 269102.4,798285.1 269562.5,797934.6 269997.5,797309.6 270142.0,796635.2 269881.3,796400.7 269600.9,796106.1 269430.5,796106.1 269430.5,796102.1 269429.4,795491.5 269264.9,795121.6 269254.6,794496.9 269214.0,793922.0 269323.6,792677.2 269447.6,792531.8 269742.7,792446.2 270162.9,791820.4 270872.8)))",2452,Tiszakeszi
"MULTIPOLYGON (((791885.3 354714.4,792478.7 355080.2,793098.0 354447.1,793625.6 354974.2,793627.4 354986.5,793627.4 354986.5,793631.4 354986.5,794048.8 354984.8,794113.5 354747.2,794048.8 354466.5,793984.1 354164.1,793962.5 353710.6,794156.7 353408.2,794652.8 352458.0,794883.4 351670.0,794884.6 351666.0,794884.6 351666.0,794499.4 351218.2,794181.6 351025.6,793864.8 350928.2,793802.3 350668.0,793367.9 350331.0,793367.9 350331.0,793363.9 350331.2,792610.7 350363.3,792579.0 350739.8,792490.2 350906.2,792534.4 351367.2,792553.0 351763.3,792577.8 352299.8,792543.9 353002.4,792276.9 353853.8,792275.6 353857.8,792275.6 353857.8,792247.8 354113.8,792247.8 354113.8,791887.7 354710.4,791885.3 354714.4)))",2453,Perecse
"MULTIPOLYGON (((791942.5 314371.7,792112.1 314587.0,792211.7 314832.2,792671.2 315062.8,792681.1 315132.8,792405.5 315617.9,792405.5 315617.9,792409.5 315617.2,793035.5 315503.4,793475.2 315558.8,794045.2 315434.2,794495.6 315054.3,795075.8 314779.7,795446.0 314539.8,795466.8 313984.5,795602.4 313579.3,796167.0 313704.9,796746.9 313665.4,797197.1 313390.6,797633.3 313148.0,797637.3 313145.8,797637.3 313145.8,797372.7 312945.4,796563.1 312859.7,795873.1 312994.2,795198.0 313238.7,794572.9 313473.4,794018.0 313517.9,793383.1 313602.4,792252.5 313556.6,792248.5 313556.4,792248.5 313556.4,792447.6 314177.0,792302.7 314151.9,791982.7 314226.6,791942.5 314371.7)))",2454,Sóstófalva
"MULTIPOLYGON (((792182.8 310634.4,792137.8 310664.4,792112.3 311014.6,792166.8 311334.9,792671.3 311575.5,792356.0 311810.4,792410.5 312165.6,792684.9 312521.1,792744.3 312906.4,792603.9 313231.5,792248.5 313556.4,792248.5 313556.4,792252.5 313556.6,793383.1 313602.4,794018.0 313517.9,794572.9 313473.4,795198.0 313238.7,795873.1 312994.2,796563.1 312859.7,797372.7 312945.4,797637.3 313145.8,797637.3 313145.8,798401.7 313401.6,798401.7 313401.6,798732.6 312706.4,798787.9 312451.3,798633.2 312271.1,798663.4 311934.9,798663.7 311930.9,798663.7 311930.9,797579.5 311634.7,797065.1 311349.1,797025.2 311264.0,795371.2 310967.4,794036.9 310811.1,792182.8 310634.4)))",2455,Újcsanálos
"MULTIPOLYGON (((792405.5 315617.9,792540.4 315678.1,792985.1 315758.5,793434.8 315889.0,793849.4 316064.5,794058.7 316454.9,794128.1 316870.2,794142.1 317501.7,794142.2 317505.7,794142.2 317505.7,794186.7 317825.9,794186.7 317825.9,794190.7 317824.2,794356.8 317751.0,794906.6 317721.5,795436.5 317661.9,796061.4 317622.4,795952 317182,796187.2 317047.1,795903.3 316351.4,796393.8 315831.5,796788.4 316012.0,796959.1 315521.8,797328.9 315607.1,797914.4 315102.3,797655.3 314496.7,797955.7 314181.7,798261.1 313841.8,798361.3 313656.7,798401.0 313405.6,798401.7 313401.6,798401.7 313401.6,797637.3 313145.8,797637.3 313145.8,797633.3 313148.0,797197.1 313390.6,796746.9 313665.4,796167.0 313704.9,795602.4 313579.3,795466.8 313984.5,795446.0 314539.8,795075.8 314779.7,794495.6 315054.3,794045.2 315434.2,793475.2 315558.8,793035.5 315503.4,792409.5 315617.2,792405.5 315617.9)))",2456,Alsódobsza
"MULTIPOLYGON (((792451.3 280484.7,792455.3 280488.1,792581.1 280594.9,793140.6 280552.0,793140.6 280552.0,793713.0 280364.2,794136.4 280005.8,794946.1 280031.5,795506 279982,796310.8 279912.6,797005.6 279933.2,797805.5 279788.8,798285.5 279674.2,798875.6 279464.5,799646.0 279014.9,800216.1 278800.3,800646.0 278755.6,800832.5 278996.9,800835.6 279000.9,800835.6 279000.9,801355.9 278696.2,801476.2 278476.1,801531.6 278156.0,801732.5 277510.7,801998.3 276845.5,801708.8 276570.1,801499.5 276139.6,801165.1 275804.1,800966.3 275023.4,800966.3 275023.4,800962.3 275022.4,800401.7 274887.8,799792.2 274697.2,799157.7 274461.5,798747.5 274716.3,798432.7 274636.0,797968.0 274590.5,797382.9 274740.1,796972.4 275180.1,796797.6 275124.9,796427.7 275154.6,795757.5 275429.2,794742.1 275933.7,794742.1 275933.7,794738.1 275936.3,794126.7 276333.4,793636.5 276633.2,793371.0 276998.2,793360.6 277328.4,792995.7 277348.1,792420.4 277687.8,792085.0 278012.8,791924.2 278628.0,791943.5 279093.3,792242.8 279523.9,792507.3 279814.3,792621.8 280124.6,792711.5 280314.8,792451.3 280484.7)))",2457,Tiszatarján
"MULTIPOLYGON (((792647.4 293533.5,792651.4 293536.5,793186.6 293939.2,793510.7 294479.9,794074.6 295100.8,794538.6 295726.6,795462.1 296517.9,795038.5 297254.0,795036.2 297258.0,795036.2 297258.0,794935.9 297488.1,796014.9 297899.3,796459.3 298239.9,796691.6 298756.4,796693.4 298760.4,796693.4 298760.4,797278.8 298385.7,797824.1 298066.0,797824.1 298066.0,797820.3 298062.0,797674.3 297905.7,796705.9 297034.3,796341.5 296698.8,795932.1 296413.2,795832.7 296027.9,795983.2 295647.8,796243.6 295272.8,796243.6 295272.8,795934.6 294707.1,795820.2 294321.8,795705.8 293881.4,795536.6 293365.9,795307.8 292640.2,796338.3 291990.7,796338.3 291990.7,795715.2 291844.9,795498.8 291909.9,794943.7 292059.5,794389.1 291959.0,794308.7 292204.1,794183.4 292429.1,793964.1 292003.6,793774.8 291573.2,793305.0 291582.8,793305.0 291582.8,793299.2 292128.1,793103.9 292348.1,793163.4 292733.4,793253.0 292988.7,793187.3 293438.9,792647.4 293533.5)))",2458,Girincs
"MULTIPOLYGON (((792852.2 131681.9,793004.2 132927.7,793070.4 134018.7,793201.7 135139.4,793275.7 136736.1,793379.1 138212.4,793379.1 138212.4,793382.5 138208.4,794725.6 136647.9,797172.3 136803.4,797172.3 136803.4,797172.2 136802.4,797022.2 135301.3,797694.7 134329.0,798479.3 133842.9,798628.7 133169.8,798628.7 133169.8,798367.2 132534.2,798143.0 132010.7,798778.2 131786.3,797842.1 129237.9,797841.7 129236.9,797841.7 129236.9,796522.6 129883.3,796522.6 129883.3,792856.2 131679.9,792852.2 131681.9)))",2459,Medgyesbodzás
"MULTIPOLYGON (((792971.6 342434.1,792975.2 342438.1,793316.1 342817.1,793443.4 343031.6,793615.3 343180.5,793615.3 343180.5,793619.3 343179.2,794445.7 342921.8,794742.2 342989.2,794932.9 343002.4,795177.1 342814.5,795417.8 342807.2,795457.5 342766.7,795457.5 342766.7,795361.2 342085.4,795182.6 341751.0,794889.0 341447.8,794711.9 341268.9,794434.4 341091.0,794434.4 341091.0,794425.9 341266.6,794011.7 341501.3,793501.9 341706.8,793501.9 341706.8,793502.4 341710.8,793528.7 341902.1,793314.4 342054.7,792971.6 342434.1)))",2460,Gagyapáti
