WKT,TELEPULESE,MEGYE_NEV,TELNEV,IR_SZAM,KERULET,CIM,POLGM_NEV,POLGMBEO,TEL,FAX,TELEX,JEGYZONEV,JEGYZOBEO,TEL_STATUS,KSH_KOD
"POINT (864026.3 272451.3)",2506,SZABOLCS-SZATMÁR-BEREG MEGYE,Szakoly,4234,,Rákóczi u. 10.,RÉNYAI JÅNOS,POLGÅRMESTER,Balkány 81,,,Gyôri András,jegyzô,község,04774
"POINT (474071.9 233954.6)",2507,GYÕR-MOSON-SOPRON MEGYE,Szakony,9474,,Fô u. 164.,HAJAS DEZSº,POLGÅRMESTER,(99)365-182,(99)365-496,,Zsömbölyi Lászlóné,körjegyzô,község,11369
"POINT (435725.644 178970.86)",2508,VAS MEGYE,Szakonyfalu,9983,,Fô u. 120.,CSRENKò ANTAL,POLGÅRMESTER,(94)380-061,,,,,község,20932
"POINT (445406.67 172515.38)",2509,VAS MEGYE,Szalafõ,9942,,Templomszer u. 25.,LÅSZLò GYULA,POLGÅRMESTER,ºriszentpéter 202,,,,,község,10223
"POINT (505378.4 184876.5)",2510,ZALA MEGYE,Szalapa,8341,,Fô u. 49.,SOMOGYI JòZSEF,POLGÅRMESTER,Szalapa 4,,,,,község,20543
"POINT (804068.4 340145.0)",2511,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szalaszend,3863,,Jókai u. 37.,VARKOLY BERTALAN,POLGÅRMESTER,Szalaszend 1,,,Kövér János,jegyzô,község,31015
"POINT (590994.2 105344.0)",2512,BARANYA MEGYE,Szalatnak,7334,,Béke u. 4.,STRIGENCZ VILMOS,POLGÅRMESTER,Szalatnak 2,,,,,község,09007
"POINT (587322.2 67321.0)",2513,BARANYA MEGYE,Szalánta,7811,,Hunyadi u. 63.,DUNAI ZOLTÅN,POLGÅRMESTER,(72)374-046,,,Horváth Lászlóné dr.,körjegyzô,község,22257
"POINT (647817.7 181313.7)",2514,BÁCS-KISKUN MEGYE,Szalkszentmárton,6086,,Jókai u. 2.,ARANYI JÅNOS,POLGÅRMESTER,(76)351-822,(76)351-830,26875 szalk h,Åjpli László,jegyzô,község,19947
"POINT (693807.9 308933.4)",2515,NÓGRÁD MEGYE,Szalmatercs,3163,,Rákóczi u. 15.,SZMORAD FERENC,POLGÅRMESTER,(32)316-466,(32)310-410,,,,község,19798
"POINT (775228.0 346648.7)",2516,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szalonna,3754,,Tanácsház tér 1.,DR. SENÅNSZKY MIKLòS,POLGÅRMESTER,Szalonna 1,,,Tóth Lászlóné,körjegyzô,község,16753
"POINT (918965.8 287023.9)",2517,SZABOLCS-SZATMÁR-BEREG MEGYE,Szamosangyalos,4767,,Rákóczi u. 31.,HORVÅTH ISTVÅN LÅSZLò,POLGÅRMESTER,(44)341-044,,,,,község,18005
"POINT (922455.6 286012.2)",2518,SZABOLCS-SZATMÁR-BEREG MEGYE,Szamosbecs,4745,,Kossuth L. u. 27.,GERE PÅL,POLGÅRMESTER,(44)341-426,,,betöltetlen,jegyzô betöltetlen,község,22017
"POINT (901574.8 302213.2)",2519,SZABOLCS-SZATMÁR-BEREG MEGYE,Szamoskér,4721,,Kossuth L. u. 161.,TòTH SÅNDORNÉ,POLGÅRMESTER,Szamoskér 1,,,,,község,16300
"POINT (916177.8 290908.5)",2520,SZABOLCS-SZATMÁR-BEREG MEGYE,Szamossályi,4735,,Kossuth L. u. 58.,DR. PÉTER ANDRÅS,POLGÅRMESTER,Szamossályi 1,,,betöltetlen,körjegyzô betöltetlen,község,10436
"POINT (897454.6 305259.8)",2521,SZABOLCS-SZATMÁR-BEREG MEGYE,Szamosszeg,4824,,Bercsényi u. 6.,MOLNÅR ANDRÅS,POLGÅRMESTER,(44)380-117,,,Gergely Lajos,körjegyzô,község,13046
"POINT (920652.1 287488.4)",2522,SZABOLCS-SZATMÁR-BEREG MEGYE,Szamostatárfalva,4746,,Ady E.u. 65.,PORKOLÅB ANDRÅS,POLGÅRMESTER,(44)341-765,,,,,község,30085
"POINT (914544.3 292007.2)",2523,SZABOLCS-SZATMÁR-BEREG MEGYE,Szamosújlak,4734,,Petôfi u. 51.,JOò KÅROLY,POLGÅRMESTER,Szamosújlak 1,,,,,község,31273
"POINT (678997.5 287109.3)",2524,NÓGRÁD MEGYE,Szanda,2697,,Kossuth u. 31.,DR. CSORDÅS ILDIKò,POLGÅRMESTER,Szanda 1,,,Koplányi János,jegyzô,község,13754
"POINT (697503.1 134572.7)",2525,BÁCS-KISKUN MEGYE,Szank,6131,,Béke u. 33.,ZAKA LÅSZLò SÅNDOR,POLGÅRMESTER,(77)381-221,(77)331-416,26739 tansz h,Tóth Mária,jegyzô,község,11794
"POINT (518253.6 236906.4)",2526,GYÕR-MOSON-SOPRON MEGYE,Szany,9317,,Kossuth u. 5.,TòTH KÅROLY,POLGÅRMESTER,Szany 1,,,Funtek János,jegyzô,község,08536
"POINT (576619.6 52674.0)",2527,BARANYA MEGYE,Szaporca,7843,,Kossuth L. u. 5.,JAKAB JENº,POLGÅRMESTER,nincs adat,,,,,község,34032
"POINT (765294.4 169969.0)",2528,BÉKÉS MEGYE,Szarvas,5541,,Szabadság u. 25-27.,DEMETER LÅSZLò,POLGÅRMESTER,(66)311-122,(66)311-704,83701 vtsz h,Dr. Gyalog Sándor,jegyzô,város,23870
"POINT (694256.8 275460.0)",2529,NÓGRÁD MEGYE,Szarvasgede,3051,,Kossuth út 119.,NAGY GÅBOR,POLGÅRMESTER,Szarvasgede 31,,,Markolt Gergelyné,jegyzô,község,10199
"POINT (469616.1 185479.8)",2530,VAS MEGYE,Szarvaskend,9913,,Fô u. 32.,SZABò TIBOR,POLGÅRMESTER,Szarvaskend 1,,,Osvald Lajosné,körjegyzô,község,17729
"POINT (916691.1 310986.5)",2531,SZABOLCS-SZATMÁR-BEREG MEGYE,Szatmárcseke,4945,,Petôfi u. 1.,SARKADI PÅL ISTVÅN,POLGÅRMESTER,Szatmárcseke 1,,,betöltetlen,jegyzô betöltetlen,község,31237
"POINT (454871.472 165390.9)",2532,VAS MEGYE,Szatta,9938,,Fô u. 44.,IFJ. MARKò SÅNDOR,POLGÅRMESTER,Szatta 252,,,,,község,02440
"POINT (726510.6 111387.1)",2533,CSONGRÁD MEGYE,Szatymaz,6763,,Kossuth u.30.,LENGYEL ISTVÅNNÉ DR.,POLGÅRMESTER,(62)373-311,,,Mákos Istvánné,jegyzô,község,12007
"POINT (581937.5 62295.8)",2534,BARANYA MEGYE,Szava,7813,,Kossuth L. u. 41.,òZDI KÅLMÅN,POLGÅRMESTER,(72)379-077,,,Dr. Kreka József,jegyzô,község,31060
"POINT (565032.468 98318.7)",2535,BARANYA MEGYE,Szágy,7383,,Kossuth L. u. 61.,ZIMA ISTVÅN,POLGÅRMESTER,(72)378-023,,,,,község,27508
"POINT (583960.0 245105.3)",2536,KOMÁROM-ESZTERGOM MEGYE,Szákszend,2857,,Száki u. 89.,VALKò JENº,POLGÅRMESTER,(34)371-524,,,Somogyi Kálmánné,jegyzô,község,33516
"POINT (618178.1 104047.1)",2537,TOLNA MEGYE,Szálka,7121,,Petôfi u. 44.,NAGY FERENC,POLGÅRMESTER,(74)331-158,,,,,község,14711
"POINT (573741.0 219973.4)",2538,VESZPRÉM MEGYE,Szápár,8423,,Rákóczi u. 1/a.,FÅBIK FERENC,POLGÅRMESTER,Szápár 1,,,Ihász István,jegyzô,község,16489
"POINT (609855.7 237169.0)",2539,FEJÉR MEGYE,Szár,2066,,Rákóczi u.68.,KRUPÅNSZKI MIHÅLY,POLGÅRMESTER,(22)353-811,,,Nágl Mihály,körjegyzô,község,19549
"POINT (602306.0 136435.5)",2540,TOLNA MEGYE,Szárazd,7063,,Béke u. 169.,VÅRKONYI HENRIK,POLGÅRMESTER,(74)387-181,,,Péter András,körjegyzô,község,18263
"POINT (597751.4 111609.4)",2541,BARANYA MEGYE,Szárász,7184,,Petôfi u. 3.,ALBERT ISTVÅN,POLGÅRMESTER,nincs adat,,,,,község,07366
"POINT (505097.8 251884.3)",2542,GYÕR-MOSON-SOPRON MEGYE,Szárföld,9353,,Fô u. 16.,NAGY LÅSZLò,POLGÅRMESTER,(97)342-422,(97)342-422,,Csonka László,jegyzô,község,15714
"POINT (608315.9 241419.3)",2543,FEJÉR MEGYE,Szárliget,2067,,Årpád u. 41.,KOVÅCS JENº,POLGÅRMESTER,(22)353-896,(22)353-896,,Szigeti Szabolcs,jegyzô,község,33491
"POINT (729602.1 219420.6)",2544,JÁSZ-NAGYKUN-SZOLNOK MEGYE,Szászberek,5053,,Béke u. 1.,IFJ.PETº MIKLòS,POLGÅRMESTER,(56)366-317,,,Jenesné Paróczai Erika,jegyzô,község,05777
"POINT (790093.3 349181.8)",2545,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szászfa,3821,,Fô u. 46.,SIROKINÉ KºSZEGI ERZSÉBET,POLGÅRMESTER,Encs 14,,,Dankóné Csehovics Erika,körjegyzô,község,08147
"POINT (598557.9 103587.4)",2546,BARANYA MEGYE,Szászvár,7349,,Május 1. tér 1.,PÜSKI MÅTYÅS,POLGÅRMESTER,(72)389-123,,,Kasper Konrádné,körjegyzô,község,33765
"POINT (663888.4 290273.9)",2547,NÓGRÁD MEGYE,Szátok,2652,,Kossuth u. 12.,GHYCZY GYÖRGY,POLGÅRMESTER,Tereske 4,,,Patterman József,jegyzô,község,15325
"POINT (640127.5 218744.8)",2548,PEST MEGYE,Százhalombatta,2440,,Gesztenyés u. 1.,VEZÉR MIHÅLY,POLGÅRMESTER,(23)355-576,(23)355-250,,Dr. Tunyogi Balázs,jegyzô,város,17312
"POINT (614552.7 87251.1)",2549,BARANYA MEGYE,Szebény,7725,,Hôsök tere 1.,VARGA FERENC,POLGÅRMESTER,Szebény 1,,,Mászlerné Dr. Kovács Mirella,jegyzô,község,03018
"POINT (603192.0 72948.3)",2550,BARANYA MEGYE,Szederkény,7751,,Kossuth L. u. 1.,HOFFMANN TIBOR,POLGÅRMESTER,Szederkény 1,,,Illin Márk,körjegyzô,község,05607
"POINT (621911.2 126142.5)",2551,TOLNA MEGYE,Szedres,7056,,Arany János u.2.,KOLESZÅR MIHÅLY,POLGÅRMESTER,(74)334-000,,,Honti Sándor,jegyzô,község,16814
"POINT (735072.3 102144.4)",2552,CSONGRÁD MEGYE,Szeged,6745,,Széchenyi tér 10.,DR. SZALAY ISTVÅN,POLGÅRMESTER,(62)475-709,(62)421-605,82344 szvta h,Dr. Tóth László,jegyzô,megyei jogú város,33367
"POINT (514358.2 144798.8)",2553,SOMOGY MEGYE,Szegerdõ,8711,,Liget u. 18.,TòTH JÅNOS,POLGÅRMESTER,(85)377-691,,,,,község,18607
"POINT (811192.7 188888.6)",2554,BÉKÉS MEGYE,Szeghalom,5521,,Szabadság tér 4-8.,KOSARAS BÉLA,POLGÅRMESTER,(66)371-611,(66)311-623,83218 bmtsz h,Dr. Benedekné Dr. Pénzely Erika,jegyzô,város,21883
"POINT (823224.1 319475.0)",2555,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szegi,3918,,Petôfi u. 53.,BòDY JòZSEF,POLGÅRMESTER,II/10,,,,,község,33817
"POINT (824666.5 321876.7)",2556,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szegilong,3918,,Dózsa Gy. u. 76.,SZABò ANDRÅS,POLGÅRMESTER,(60)355-034,,,Dr. Pulinka Mihály,körjegyzô,község,31510
"POINT (740296.8 137988.5)",2557,CSONGRÁD MEGYE,Szegvár,6635,,Szabadság tér 2.,DR. NOBIK ISTVÅN,POLGÅRMESTER,Szegvár 1,,,Dr. Dedek József,jegyzô,község,32489
"POINT (623326.3 111393.1)",2558,TOLNA MEGYE,Szekszárd,7100,,Béla tér 8.,KOCSIS IMRE ANTAL,POLGÅRMESTER,(74)311-133,(74)312-719,14250 tmtan h,Dr. Palkó László,körjegyzô,megyei jogú város,22761
"POINT (482282.6 221367.4)",2559,VAS MEGYE,Szeleste,9622,,Berzsenyi Dániel u. 44.,DR. GALÅNTAI GYÖRGY,POLGÅRMESTER,Szeleste 2,,,Baklerné Szekeres Mária,jegyzô,község,33172
"POINT (738099.9 162527.8)",2560,JÁSZ-NAGYKUN-SZOLNOK MEGYE,Szelevény,5476,,Kossuth u. 4.,DR. GÅLOS LÅSZLò,POLGÅRMESTER,Szelevény 1,,,Dr. Veres Gáborné,jegyzô,község,20428
"POINT (604682.0 81148.4)",2561,BARANYA MEGYE,Szellõ,7661,,Fô 59.,TòTH SÅNDOR,POLGÅRMESTER,Szellô 15,,,,,község,16984
"POINT (594227.8 74068.3)",2562,BARANYA MEGYE,Szemely,7763,,Kossuth L. u. 24.,KOVÅCS PÅL,POLGÅRMESTER,(72)376-846,,,,,község,09308
"POINT (487705.72 197236.85)",2563,VAS MEGYE,Szemenye,9685,,Fô u. 80.,VÅMOS FERENC,POLGÅRMESTER,(94)376-061,,,,,község,27997
"POINT (801748.2 348954.2)",2564,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szemere,3866,,Fô u. 63.,VÅNDOR BÉLA,POLGÅRMESTER,Szemere 1,,,Pecsenye Gyula,jegyzô,község,09830
"POINT (654171.8 279126.5)",2565,NÓGRÁD MEGYE,Szendehely,2640,,Petôfi u. 2.,ALTSACH IGNÅC,POLGÅRMESTER,3,,,Klein Katakin,jegyzô,község,04507
"POINT (774914.9 341501.6)",2566,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szendrõ,3752,,Hôsök tere 1.,MESTER ÅRPÅD,POLGÅRMESTER,Szendrô 1,,,Vidó György,körjegyzô,község,08077
"POINT (775763.8 334636.5)",2567,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szendrõlád,3751,,Fô u. 63.,SZEMÅN JÅNOS,POLGÅRMESTER,(48)341-906,,,Maczegáné Veres Marianna,jegyzô,község,27456
"POINT (548597.7 107834.1)",2568,SOMOGY MEGYE,Szenna,7477,,Rákóczi u. 8.,HANDò JÅNOS,POLGÅRMESTER,(82)311-807,,,Kovács Zoltán,körjegyzô,község,15103
"POINT (505718.196 102544.2)",2569,SOMOGY MEGYE,Szenta,8849,,Tanács u. 6.,BERKES SÅNDOR,POLGÅRMESTER,Szenta 294,,,Felföldi Károly,jegyzô,község,11509
"POINT (545319.6 175197.7)",2570,VESZPRÉM MEGYE,Szentantalfa,8272,,Fô u. 39.,VIDOSA ELEK,POLGÅRMESTER,(87)348-499,,,Cseh Jenôné,körjegyzô,község,03568
"POINT (561162.5 109149.7)",2571,SOMOGY MEGYE,Szentbalázs,7472,,Fô u. 85.,KIS-BANK LAJOS,POLGÅRMESTER,(82)370-001,,,Baranyai Sándorné,körjegyzô,község,25706
"POINT (536846.7 172504.7)",2572,VESZPRÉM MEGYE,Szentbékkálla,8281,,Kossuth u. 17.,CSOMBò LAJOS,POLGÅRMESTER,(87)348-369,,,,,község,07092
"POINT (542361.1 59687.5)",2573,SOMOGY MEGYE,Szentborbás,7918,,Fô. u. 29.,DUDÅS JÅNOSNÉ,POLGÅRMESTER,Szentborbás 6,,,,,község,32841
"POINT (563531.3 74208.1)",2574,BARANYA MEGYE,Szentdénes,7913,,Petôfi u. 64.,VARGA ZOLTÅN,POLGÅRMESTER,(70)346-045,,,Czigelédi Lászlóné,jegyzô,község,32009
"POINT (735283.3 303679.9)",2575,HEVES MEGYE,Szentdomonkos,3259,,Szabadság u. 48.,SIPOS JòZSEF,POLGÅRMESTER,(36)367-007,,,,,község,13231
"POINT (667540.7 291589.5)",2576,NÓGRÁD MEGYE,Szente,2655,,Kossuth u.100.,VARGA PÅLNÉ,POLGÅRMESTER,(35)355-088,,,,,község,09043
"POINT (555232.4 70912.4)",2577,BARANYA MEGYE,Szentegát,7915,,Petôfi u. 50.,IVANEK JÅNOS,POLGÅRMESTER,Szentegát 18,,,,,község,33613
"POINT (650484.7 258858.0)",2578,PEST MEGYE,Szentendre,2000,,Városház tér 1-3.,NÉMETH GÅBOR,POLGÅRMESTER,(26)311-208,(26)312-905,,Dr. Szécsi Mária,jegyzô,város,15440
"POINT (742491.0 146580.5)",2579,CSONGRÁD MEGYE,Szentes,6601,,Kossuth tér 6.,SZIRBIK IMRE,POLGÅRMESTER,(63)313-022,(63)313-836,,Dr. Tóth József,jegyzô,város,14456
"POINT (550273.5 197528.0)",2580,VESZPRÉM MEGYE,Szentgál,8444,,Fô u. 11.,GOMBÅSNÉ LÉGRÅDI IRÉN,POLGÅRMESTER,(88)361-383,,,Kiss Tibor,jegyzô,község,07922
"POINT (560703.5 129698.1)",2581,SOMOGY MEGYE,Szentgáloskér,7465,,Kossuth L. u. 5.,DR. HILD JòZSEF,POLGÅRMESTER,Szentgáloskér 1,,,Gazdóf Angéla,körjegyzô,község,12973
"POINT (438336.5 182675.5)",2582,VAS MEGYE,Szentgotthárd,9970,,Széll Kálmán tér. 11.,BAUER KÅROLY,POLGÅRMESTER,(94)380-001,(94)380-146,37476 szgvb h,Dr. Haramász Zsuzsanna,jegyzô,város,31583
"POINT (503661.9 158956.9)",2583,ZALA MEGYE,Szentgyörgyvár,8393,,Kossuth Lajos u. 33.,IFJ. ÅDOVICS ISTVÅN,POLGÅRMESTER,Szentgyörgyvár 3,,,,,község,23126
"POINT (448000.5 156889.1)",2584,ZALA MEGYE,Szentgyörgyvölgy,8975,,Kossuth L. u. 31.,FELSº VILMOS,POLGÅRMESTER,(92)351-751,,,Pászti Imréné,körjegyzô,község,18652
"POINT (515889.3 193697.5)",2585,VESZPRÉM MEGYE,Szentimrefalva,8475,,Petôfi u. 109.,ZALAVÅRI JòZSEFNÉ,POLGÅRMESTER,(87)334-293,,,,,község,10065
"POINT (770637.7 271171.6)",2586,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szentistván,3418,,Széchenyi u. 10.,ÖRDÖG JAKAB,POLGÅRMESTER,(40)338-635,,,Dr. Gyöngy Sándorné,jegyzô,község,22169
"POINT (797160.3 321808.4)",2587,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szentistvánbaksa,3844,,Petôfi u. 67.,HORNYÅK SÅNDOR,POLGÅRMESTER,Szentistvánbaksa 2,,,,,község,08484
"POINT (545581.4 177518.5)",2588,VESZPRÉM MEGYE,Szentjakabfa,8272,,Fô u. 35.,STEIXNER LÅSZLò,POLGÅRMESTER,(87)348-320,,,,,község,11545
"POINT (573126.0 92662.8)",2589,BARANYA MEGYE,Szentkatalin,7681,,Kun B. u. 47.,MAJOROSI FERENC,POLGÅRMESTER,(70)378-721,,,,,község,09803
"POINT (716366.074 175401.7)",2590,BÁCS-KISKUN MEGYE,Szentkirály,6031,,Kossuth u. 13.,SZABò GELLÉRT,POLGÅRMESTER,(76)345-021,(76)345-047,26991 szkir h,Szabó Mária,jegyzô,község,21120
"POINT (568211.3 190855.0)",2591,VESZPRÉM MEGYE,Szentkirályszabadja,8225,,Petôfi u. 12.,IVÅNYI ANDRÅS,POLGÅRMESTER,(80)367-100,,,Dr. Sasvári Anna,jegyzô,község,16267
"POINT (475090.7 150943.6)",2592,ZALA MEGYE,Szentkozmadombja,8947,,Jókai Mór u. 6.,BEKE KÅROLY,POLGÅRMESTER,nincs adat,,,,,község,03124
"POINT (556230.8 90693.9)",2593,BARANYA MEGYE,Szentlászló,7936,,Rákóczi u. 27.,BOGNÅR JòZSEF,POLGÅRMESTER,(70)354-001,,,Szilas Tamás,körjegyzô,község,16355
"POINT (479439.9 139681.2)",2594,ZALA MEGYE,Szentliszló,8893,,Vöröshadsereg u. 9.,PARAGI LAJOS,POLGÅRMESTER,Szentliszló 1,,,,,község,08615
"POINT (568151.3 77819.9)",2595,BARANYA MEGYE,Szentlõrinc,7940,,Munkácsy u 1.,MÅTIS ISTVÅN,POLGÅRMESTER,(70)371-001,,12625 sznkt h,Dr. Szili Zoltán,körjegyzô,község,15866
"POINT (703129.8 241933.7)",2596,PEST MEGYE,Szentlõrinckáta,2255,,Arany J.u.26.,SZABò KÅLMÅNNÉ,POLGÅRMESTER,Szentlôrinckáta 1,,,Mezeiné Kovács Margit,jegyzô,község,07542
"POINT (467107.512 130641.52)",2597,ZALA MEGYE,Szentmargitfalva,8872,,Fô u. 12.,MOLNÅR JÅNOSNÉ,POLGÅRMESTER,Szentmargitfalva 1,,,,,község,14225
"POINT (698476.7 233203.4)",2598,PEST MEGYE,Szentmártonkáta,2254,,Kossuth u. 6.,KARAI ISTVÅN,POLGÅRMESTER,101,,,Kiss Károly,jegyzô,község,28653
"POINT (455564.244 197538.23)",2599,VAS MEGYE,Szentpéterfa,9799,,Alkotmány u. 91.,HIRSCHL JòZSEF,POLGÅRMESTER,(94)315-502,,,Bujtásné Lazányi Irén,jegyzô,község,21254
"POINT (475270.132 144221.765)",2600,ZALA MEGYE,Szentpéterfölde,8953,,Kossuth L. u. 52/a.,TAMÅS ENDRE,POLGÅRMESTER,(92)375-031,,,,,község,30067
"POINT (844411.9 213556.0)",2601,HAJDU-BIHAR MEGYE,Szentpéterszeg,4121,,Kossuth u. 45.,OLAJOS MIHÅLY,POLGÅRMESTER,(52)388-888,,,Dr. Illés Tóth József,körjegyzô,község,19099
"POINT (496546.1 159094.3)",2602,ZALA MEGYE,Szentpéterúr,8762,,Petôfi u. 1.,KOPÅCSI JòZSEF,POLGÅRMESTER,(92)368-077,,,Nagy Sándor,jegyzô,község,11165
"POINT (521488.6 125382.5)",2603,SOMOGY MEGYE,Szenyér,8717,,Simon J. u. 1.,BALOGH JòZSEF,POLGÅRMESTER,Szenyér 6,,,Dr. Horváth Teréz,jegyzô,község,30146
"POINT (484801.9 123106.1)",2604,ZALA MEGYE,Szepetnek,8861,,Petôfi u. 70.,DR. NAGY ÅRPÅDNÉ,POLGÅRMESTER,(93)319-145,(93)319-486,,Megyesi Miklós,jegyzô,község,07700
"POINT (537481.2 236400.7)",2605,VESZPRÉM MEGYE,Szerecseny,8544,,Széchenyi u. 2.,DR. PAKSI IMRE,POLGÅRMESTER,Szerecseny 1,,,Dr. Horváth István,jegyzô,község,03887
"POINT (637026.4 88798.4)",2606,BÁCS-KISKUN MEGYE,Szeremle,6512,,Szabadság u. 1.,ID. JAKUS DEZSº,POLGÅRMESTER,(79)376-146,,81338 szeta h,Dr. Stang Jenô,jegyzô,község,28820
"POINT (809853.4 315136.4)",2607,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szerencs,3900,,Rákóczi u. 89.,MAGDA GÅBOR,POLGÅRMESTER,(41)361-133,(41)331-021,,Dr. Bíró László,jegyzô,város,30739
"POINT (808291.6 211435.1)",2608,HAJDU-BIHAR MEGYE,Szerep,4163,,Nagy u.53.,KENÉZ ZOLTÅN,POLGÅRMESTER,Szerep 1,,,Szálkai Andrásné,jegyzô,község,33437
"POINT (515512.3 222058.1)",2609,VAS MEGYE,Szergény,9523,,Kolozsvári u. 72.,TOMPA ZSOLT,POLGÅRMESTER,Szergény 1,,,Mógor Attiláné,jegyzô,község,27793
"POINT (671487.3 284632.4)",2610,NÓGRÁD MEGYE,Szécsénke,2692,,Rákóczi u. 18/A.,HAJZSEL MIKLòS,POLGÅRMESTER,Szécsénke 31,,,,,község,23047
"POINT (685109.1 304205.4)",2611,NÓGRÁD MEGYE,Szécsény,3170,,Rákóczi u. 84.,VARGA TIBOR,POLGÅRMESTER,(32)310-550,,229180 szvjt h,dr.Percze Ågnes,jegyzô,város,06628
"POINT (688527.6 311565.2)",2612,NÓGRÁD MEGYE,Szécsényfelfalu,3135,,Kossuth u. 30.,MACZÅK SÅNDOR,POLGÅRMESTER,Endrefalva 3,,,Bartus Sándorné,jegyzô,község,33011
"POINT (462182.9 138856.3)",2613,ZALA MEGYE,Szécsisziget,8879,,Rákóczi u. 25.,DÅVID ISTVÅN,POLGÅRMESTER,(92)376-031,,,,,község,11554
"POINT (865433.5 305419.7)",2614,SZABOLCS-SZATMÁR-BEREG MEGYE,Székely,4534,,Kapitány u. 28.,SZºKE SÅNDOR,POLGÅRMESTER,Székely 2,,,Moldvai László,jegyzô,község,31088
"POINT (615639.4 78078.3)",2615,BARANYA MEGYE,Székelyszabar,7737,,Årpád u. 53.,IFJ. SZIGYÅRTò JòZSEF,POLGÅRMESTER,Székelyszabar 3,,,,,község,16771
"POINT (602229.5 205783.1)",2616,FEJÉR MEGYE,Székesfehérvár,8000,,Városház tér 1.,DR. NAGY ISTVÅN,POLGÅRMESTER,(22)312-900,(22)314-264,21370 albar h,Dr. Mezô Béla,jegyzô,megyei jogú város,14827
"POINT (764374.4 129921.5)",2617,CSONGRÁD MEGYE,Székkutas,6821,,Béke u. 2.,SAJTI MIHÅLY,POLGÅRMESTER,(62)341-389,(62)344-441,,Hunyák Zsuzsanna,jegyzô,község,12265
"POINT (642426.8 198541.6)",2618,PEST MEGYE,Szigetbecse,2321,,Petôfi Sándor u. 34.,MAGASITZ LAJOS,POLGÅRMESTER,(24)385-601,,,Losonczy Béla,jegyzô,község,26259
"POINT (643902.1 213827.8)",2619,PEST MEGYE,Szigetcsép,2317,,Szabadság u. 67.,KòTA ISTVÅN,POLGÅRMESTER,(26)385-582,,,Dr. Dobos Ibolya,jegyzô,község,07870
"POINT (646998.8 219076.5)",2620,PEST MEGYE,Szigethalom,2315,,Kossuth Lajos u. 10.,FÅKI LÅSZLò,POLGÅRMESTER,(24)365-013,(24)365-013,,Csótárné dr. Váradi Rózsa,jegyzô,község,13277
"POINT (654274.5 260427.5)",2621,PEST MEGYE,Szigetmonostor,2015,,Akácfa u.1.,SZILÅGYI LAJOS,POLGÅRMESTER,(26)323-512,,,Jónainé Drobilisch Erzsébet,jegyzô,község,26213
"POINT (642974.0 209633.3)",2622,PEST MEGYE,Szigetszentmárton,2318,,Telkes u.10.,LERNER HENRIK,POLGÅRMESTER,(24)385-401,,,Tóth Zsoltné dr. Laczay Erika,jegyzô,község,15185
"POINT (649095.2 221564.1)",2623,PEST MEGYE,Szigetszentmiklós,2310,,Kossuth L. u. 2.,FODOR ANTALNÉ DR.,POLGÅRMESTER,(24)366-379,(24)366-065,227065 bucka h,Valuskáné Varga Etelka,jegyzô,város,28954
"POINT (640866.2 209766.9)",2624,PEST MEGYE,Szigetújfalu,2319,,Fô u. 45.,VARGA JòZSEF,POLGÅRMESTER,(24)385-452,,,betöltetlen,jegyzô betöltetlen,község,22114
"POINT (553281.7 79157.6)",2625,BARANYA MEGYE,Szigetvár,7900,,Zrínyi tér 1.,DR. RODEK GYULA,POLGÅRMESTER,(73)312-211,(73)311-923,12554 vtvsz h,Dr. Aracsi József,jegyzô,város,26578
"POINT (526694.4 162846.8)",2626,VESZPRÉM MEGYE,Szigliget,8264,,Kossuth u. 54.,DR. MEZEY ARTùR,POLGÅRMESTER,(87)333-088,,,Lutár Mária,körjegyzô,község,24891
"POINT (757710.9 270787.6)",2627,HEVES MEGYE,Szihalom,3377,,Hunyadi u. 78.,FARKAS JòZSEF,POLGÅRMESTER,(39)341-002,(39)341-002,,Gulyás László,jegyzô,község,11013
"POINT (450182.4 146632.6)",2628,ZALA MEGYE,Szíjártóháza,8969,,Ady u. 7.,VÉGI JòZSEF,POLGÅRMESTER,nincs adat,,,,,község,26161
"POINT (789741.1 318695.5)",2629,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szikszó,3800,,Szabadság tér 1.,PANYIK JòZSEF,POLGÅRMESTER,(46)396-878,,,Dr. Molnár Erzsébet,jegyzô,város,21351
"POINT (513291.1 241438.5)",2630,GYÕR-MOSON-SOPRON MEGYE,Szil,9326,,Hunyadi tér 3.,SZÉKELY JòZSEF,POLGÅRMESTER,Szil 1,,,Papp László,körjegyzô,község,19266
